@relation 'adult.test_income_AM3-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L<50k-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L>50k-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Remove-R10'

@attribute Sex {0,1}
@attribute Capital-gain numeric
@attribute Capital-loss numeric
@attribute Hours-per-week numeric
@attribute Native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}
@attribute Income {0,1}
@attribute Age numeric
@attribute Workclass {0,1,2,3,4,5,6,7}
@attribute Education {13,9,6,8,10,11,12,4,3,7,14,1,5,15,2,0}
@attribute Marital-status {0,1,2,3,4,5,6}
@attribute Occupation {0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Relationship {0,1,2,3,4,5}
@attribute Race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}

@data
1,0,0,50,2,1,28,0,13,0,4,2,White
0,6723,0,40,0,0,65,2,8,1,3,3,White
1,0,0,40,0,0,39,0,8,0,3,2,White
0,0,0,40,0,1,46,0,9,1,5,3,Black
1,0,0,84,0,0,58,1,8,0,3,2,White
1,0,0,40,0,1,52,0,8,0,0,2,White
1,0,1411,70,0,0,71,1,14,0,9,2,White
1,0,0,18,0,0,19,0,6,2,2,1,White
0,0,0,35,0,0,63,4,9,1,12,3,White
0,0,0,30,0,0,48,0,12,3,2,3,White
1,0,0,40,0,0,41,0,8,0,12,2,White
1,0,0,26,0,0,18,0,8,2,6,1,White
1,0,0,40,0,0,32,0,8,0,1,2,White
0,0,0,40,0,0,32,0,9,2,0,3,Black
1,0,0,40,0,0,35,0,8,0,6,2,White
1,0,0,40,0,0,64,3,11,0,12,2,Black
1,0,0,50,0,0,42,1,8,0,1,2,White
1,7688,0,60,0,1,57,4,14,0,4,2,White
1,0,0,40,0,1,28,0,8,0,1,2,White
0,0,0,20,0,0,59,2,9,0,4,0,White
0,0,0,40,0,0,52,5,14,1,5,3,White
1,0,0,45,0,0,73,1,8,0,9,2,White
1,0,0,40,0,0,36,0,12,1,0,3,White
1,0,0,40,0,0,48,0,13,2,5,3,White
1,0,0,40,0,0,20,5,9,2,6,1,White
1,0,0,40,0,0,37,0,13,2,7,4,White
1,0,0,40,20,0,50,0,1,0,9,4,White
1,0,0,40,0,0,35,0,6,0,7,2,White
1,0,0,36,0,0,33,4,7,2,7,3,White
1,0,0,40,0,0,37,0,8,0,1,2,Black
0,0,0,40,0,0,24,0,12,0,8,0,White
1,0,0,40,0,1,45,0,13,0,5,2,White
0,0,0,36,0,0,49,0,9,3,3,5,White
1,0,0,45,0,0,36,0,8,0,1,2,White
0,0,0,11,0,0,21,5,9,2,2,1,White
1,0,0,40,0,1,41,0,13,0,1,2,White
1,7298,0,38,0,1,54,0,9,0,5,2,White
1,0,2444,45,0,1,39,0,14,2,5,3,White
1,0,0,60,0,0,50,1,5,0,4,2,White
0,0,0,15,0,0,29,0,8,1,2,3,White
1,0,0,40,0,0,49,0,9,0,1,2,White
1,0,0,46,0,0,31,0,11,0,0,2,Black
1,0,0,40,20,0,41,0,1,0,7,2,White
1,0,0,42,0,0,32,0,8,0,7,2,White
1,0,0,35,0,0,34,0,8,1,6,1,White
0,0,0,20,0,0,18,0,8,2,6,1,White
1,0,0,40,0,1,39,0,8,0,1,2,White
0,0,0,45,20,0,24,0,3,0,9,1,White
1,0,0,40,0,1,59,4,10,0,4,2,White
0,0,0,30,0,0,41,0,5,0,8,0,White
0,0,0,40,19,0,35,4,11,1,4,3,Asian-Pac-Islander
0,0,0,20,0,0,66,0,9,4,2,5,Black
1,0,0,25,0,0,33,0,12,1,3,3,White
1,0,0,20,0,0,18,0,6,2,1,1,White
0,0,0,40,0,0,37,5,8,2,8,4,White
0,0,0,32,0,0,45,0,9,1,2,3,White
1,0,0,75,0,1,38,0,8,0,3,2,White
1,5178,0,40,0,1,36,0,8,0,7,2,White
1,0,0,40,0,1,43,3,14,0,4,2,White
1,0,0,48,0,0,49,0,8,0,6,2,White
1,0,0,20,0,0,21,0,9,2,1,1,White
0,0,0,40,0,1,49,0,13,2,8,3,White
0,0,0,40,0,0,23,0,13,2,8,1,White
1,0,0,40,0,0,36,0,6,0,7,2,White
1,0,0,15,0,0,17,0,5,2,6,1,White
1,0,0,40,0,0,22,0,8,2,4,3,Asian-Pac-Islander
1,7688,0,35,11,1,38,0,13,0,4,2,Asian-Pac-Islander
1,0,0,60,0,1,37,2,8,0,1,2,White
0,0,0,40,0,0,25,0,8,2,2,3,Black
1,5178,0,40,0,1,43,0,13,0,5,2,White
1,0,0,35,0,0,58,0,8,0,7,2,White
1,0,0,40,0,0,54,0,13,0,0,2,White
1,0,0,43,0,1,53,0,8,0,5,2,White
1,0,0,40,0,0,52,0,8,0,10,2,White
1,0,0,40,0,0,35,0,4,0,1,2,White
1,3464,0,40,0,0,41,0,9,0,1,2,White
0,0,0,40,0,0,51,0,8,1,8,5,White
1,0,0,40,0,0,27,0,9,2,3,4,White
1,0,0,10,0,0,18,0,9,2,3,1,White
0,0,0,44,0,0,48,4,14,4,5,5,White
0,0,0,20,0,0,80,0,8,1,8,4,White
1,0,0,40,0,0,27,0,9,2,1,3,White
1,0,0,32,0,0,19,0,8,2,2,1,White
1,0,0,40,0,0,24,0,13,0,5,2,White
0,0,0,40,0,0,67,0,9,1,4,3,White
1,0,0,43,0,0,19,0,6,2,3,5,Amer-Indian-Eskimo
1,0,0,40,0,0,35,0,8,0,10,2,White
1,0,2042,40,29,0,38,0,9,0,1,2,White
0,0,0,40,0,0,19,0,9,2,2,3,White
1,0,0,40,0,0,58,1,9,0,1,2,White
0,0,0,38,0,0,21,0,8,0,3,0,White
1,0,0,50,0,0,36,0,8,0,3,2,White
1,0,0,40,0,0,42,3,13,0,4,2,White
0,0,0,40,0,1,31,0,14,0,4,0,White
0,0,0,40,0,0,50,0,8,1,8,3,White
1,0,0,40,0,1,57,0,6,0,1,2,White
0,0,0,35,36,0,21,0,8,2,2,4,Other
0,0,0,40,0,0,41,0,8,1,6,5,White
0,0,0,48,0,0,35,0,8,0,10,0,White
0,0,0,40,0,0,34,5,8,2,2,5,Black
0,0,0,40,0,0,19,0,4,2,6,1,White
0,0,0,65,4,0,30,0,9,1,3,5,White
1,0,0,20,0,0,38,0,14,0,0,2,White
1,0,0,60,0,1,52,0,4,0,9,2,White
1,0,0,40,0,1,56,4,13,0,12,2,White
0,0,0,40,33,0,59,0,9,2,8,5,White
1,0,0,30,0,0,53,1,8,1,3,3,White
1,7688,0,40,0,1,45,0,8,0,3,2,White
1,0,0,50,0,0,25,0,8,2,1,3,White
1,0,0,40,0,1,36,0,8,0,3,2,White
1,0,0,75,0,0,37,1,8,0,10,2,White
1,0,0,40,0,0,27,0,4,3,1,3,White
1,0,0,55,0,1,31,4,8,0,12,2,White
1,0,1504,40,0,0,24,0,9,2,4,3,White
1,0,0,40,0,0,52,4,13,0,5,2,Black
1,0,0,50,0,1,59,0,13,0,1,2,White
1,0,0,89,0,1,46,0,9,0,1,2,White
1,0,0,20,0,0,24,2,13,2,8,1,White
0,0,0,40,0,0,46,0,13,1,1,3,Black
0,0,0,28,0,0,38,0,8,3,7,5,Black
1,0,0,45,0,0,48,0,9,0,10,2,White
1,0,0,42,0,1,38,0,13,0,8,2,Asian-Pac-Islander
1,0,1887,36,0,1,50,0,13,0,5,2,White
1,0,0,70,0,1,41,2,14,0,5,2,White
1,0,0,56,0,0,35,0,9,0,12,2,White
0,0,0,55,0,0,29,0,8,3,11,5,Black
0,0,0,40,0,0,29,0,9,2,8,3,White
0,0,0,40,0,0,35,0,8,2,8,5,White
1,0,0,40,0,0,37,4,3,0,7,2,White
1,0,0,40,20,0,25,0,1,2,9,3,White
0,0,0,2,0,0,20,0,9,2,3,5,White
1,0,0,50,20,0,31,0,8,0,7,2,White
1,0,0,55,0,1,40,2,13,0,4,2,White
0,0,0,6,0,0,68,0,8,4,11,3,White
0,0,0,40,0,0,43,0,8,3,8,5,White
1,99999,0,55,0,1,38,1,15,0,5,2,White
1,0,0,60,0,0,47,0,15,0,3,2,White
1,0,0,40,8,0,31,0,10,0,5,2,Asian-Pac-Islander
1,0,1579,40,0,0,27,0,9,0,8,2,White
1,0,0,55,0,0,35,0,8,2,10,1,White
1,0,1876,50,0,0,33,2,8,2,1,1,White
1,0,0,20,0,0,19,0,8,2,2,1,White
0,0,0,50,0,0,33,0,9,1,8,5,White
0,0,0,40,0,0,47,0,8,1,3,3,White
1,0,0,60,0,0,32,0,8,2,10,3,White
0,0,0,40,0,0,22,0,8,3,8,4,White
0,0,0,38,0,1,44,4,9,0,4,0,White
0,0,0,90,18,0,49,0,9,2,11,3,Black
0,0,0,48,0,1,37,0,12,2,5,3,White
1,0,0,40,0,0,34,1,12,2,2,3,White
0,0,0,8,0,0,22,0,13,2,3,1,White
0,0,0,35,0,1,47,0,8,0,11,0,White
0,0,0,52,0,0,23,0,11,2,5,3,White
1,0,0,30,0,0,48,0,13,1,5,3,White
0,0,0,40,0,1,46,0,13,0,8,0,White
0,0,0,40,0,0,32,0,5,2,9,5,Black
1,0,0,70,0,0,32,1,13,0,9,2,White
1,0,0,40,0,0,26,0,8,2,1,1,White
1,0,0,50,0,0,27,0,9,0,7,2,White
1,0,0,40,0,1,29,0,11,0,0,2,White
0,0,0,40,0,0,28,0,8,2,6,1,White
1,0,0,40,0,1,33,1,9,0,1,2,White
1,0,0,35,9,0,33,0,8,0,10,2,White
0,0,0,55,0,1,40,2,13,0,4,0,White
0,0,0,40,0,0,29,0,14,2,5,3,White
1,0,0,46,0,1,51,0,12,1,3,3,White
0,0,0,50,0,1,45,4,14,0,5,0,Black
1,0,0,40,0,0,24,0,6,2,3,1,White
1,0,0,4,0,1,81,0,13,0,8,2,White
0,0,0,40,0,0,25,0,9,2,8,4,White
1,0,0,60,0,0,46,1,13,0,9,2,White
0,0,0,40,20,0,46,0,2,4,7,5,White
0,0,0,45,0,0,37,0,7,0,2,0,White
1,0,0,40,0,1,47,0,14,0,0,2,White
1,20051,0,60,16,1,67,2,14,0,5,2,White
1,15024,0,48,0,1,45,2,13,0,4,2,White
0,0,0,40,0,0,25,0,6,0,8,1,White
1,3103,0,48,0,1,48,0,8,0,7,2,White
0,0,0,35,3,0,22,0,8,5,2,4,Black
1,0,0,45,0,0,23,4,8,2,12,3,White
1,0,0,38,0,0,43,0,13,0,6,2,White
1,0,0,60,0,1,52,0,14,0,4,2,White
0,0,0,20,0,0,23,0,5,2,3,1,White
1,0,0,28,0,1,73,1,15,0,5,2,White
0,0,0,50,0,0,47,4,13,2,5,3,White
0,0,0,40,0,0,39,0,8,2,8,3,White
0,0,0,40,0,1,36,4,13,0,8,0,White
1,0,0,40,0,1,62,1,3,0,9,2,White
1,0,0,40,0,0,51,0,7,2,2,1,White
1,0,0,40,0,0,27,0,8,0,4,2,White
1,0,0,40,0,1,42,0,9,0,10,2,White
1,0,0,40,0,1,48,0,13,0,4,2,White
1,0,1740,40,0,0,38,0,8,0,10,2,White
0,0,0,48,0,0,47,5,9,1,0,5,Black
0,0,0,40,0,0,20,0,9,2,6,3,White
0,0,0,40,0,0,21,0,9,2,8,1,White
0,0,0,20,0,0,20,0,8,2,3,1,White
0,0,0,40,0,0,42,0,11,3,3,3,Black
0,0,0,40,0,0,32,0,8,1,8,3,Black
1,0,0,42,0,0,28,0,12,0,1,2,White
0,0,0,40,3,0,46,0,1,4,2,5,White
1,0,0,40,0,0,35,0,8,1,8,3,White
1,0,0,80,9,0,53,2,8,0,1,2,White
1,0,0,45,0,1,42,0,14,0,4,2,White
1,5013,0,45,0,0,44,0,13,0,4,2,White
0,0,0,40,0,0,50,0,8,1,8,5,White
1,0,0,40,36,0,32,0,8,0,1,2,White
0,0,0,38,0,0,44,0,9,4,0,5,White
1,2174,0,40,0,0,32,0,11,2,8,3,White
1,0,0,40,0,0,22,0,3,0,6,2,White
1,0,0,40,3,0,36,0,8,3,7,3,White
1,4650,0,40,0,0,31,4,13,2,12,3,White
1,0,0,40,0,0,36,0,13,2,5,3,Black
0,0,0,45,0,0,43,0,8,1,8,3,White
1,0,0,15,0,0,80,1,3,5,9,5,White
1,0,0,40,0,0,20,0,9,2,1,1,White
1,0,0,50,0,1,44,1,13,0,3,2,White
1,0,0,45,11,1,39,0,13,0,5,2,Asian-Pac-Islander
1,0,0,20,0,0,32,5,9,2,1,1,White
1,0,0,40,0,0,47,0,8,0,6,2,White
1,0,0,40,0,0,36,0,8,1,7,1,White
0,0,0,40,0,0,29,4,9,1,8,5,White
1,0,0,50,0,0,38,1,8,0,9,2,White
1,0,0,46,0,1,50,0,12,0,8,2,White
1,3103,0,50,0,1,34,4,13,0,4,2,White
1,0,0,40,20,0,38,0,6,0,1,2,White
1,0,0,25,0,0,29,0,5,0,1,2,White
0,0,0,40,0,0,50,0,8,1,3,3,White
1,0,0,8,0,0,18,0,6,2,2,1,White
0,0,0,20,0,0,29,0,13,1,0,5,White
0,0,0,45,0,0,50,0,8,1,2,3,White
0,0,0,40,0,1,45,4,15,2,5,3,White
1,0,0,40,0,0,28,0,14,0,3,2,White
0,0,0,42,0,0,43,2,13,5,3,5,White
0,2964,0,35,0,0,65,4,9,1,8,3,White
0,0,0,40,0,0,29,3,12,2,5,3,White
1,0,0,15,0,0,21,0,11,2,2,4,White
1,0,0,40,0,0,56,3,8,1,5,3,White
1,2907,0,30,0,0,21,0,9,2,12,1,White
1,0,0,70,0,0,42,1,9,0,9,2,White
1,0,0,40,0,0,29,0,5,0,1,2,White
1,0,0,45,0,0,30,0,8,0,1,2,White
1,0,0,40,0,0,47,3,12,0,8,2,White
0,0,0,60,0,1,48,0,8,4,1,3,White
1,0,0,40,0,0,34,0,8,2,1,1,White
0,0,0,20,0,0,31,0,9,2,2,3,White
0,0,2001,25,0,0,32,0,9,2,2,3,White
0,0,0,38,0,0,26,0,8,2,3,3,White
1,2202,0,99,0,0,34,0,8,2,1,3,White
1,0,0,92,0,0,41,3,11,0,12,2,White
1,0,0,60,7,0,26,0,9,2,8,4,Asian-Pac-Islander
0,0,0,40,0,0,23,0,9,2,8,1,Black
1,0,0,50,0,0,35,0,12,1,1,3,White
0,0,0,50,0,0,43,0,13,1,3,5,White
1,0,0,50,0,0,35,0,13,2,5,3,White
0,6849,0,50,0,0,60,0,9,1,0,3,White
0,0,0,30,0,0,20,0,8,2,3,1,White
1,0,2559,40,0,1,44,0,14,3,4,3,White
0,0,0,25,0,0,20,0,8,1,2,5,White
1,0,0,50,0,0,33,1,12,1,0,5,Black
1,15024,0,40,16,1,35,0,12,0,8,2,White
0,0,0,40,0,0,26,0,14,2,4,3,White
0,0,0,48,0,1,53,0,13,0,5,0,White
1,3325,0,40,0,0,58,0,13,1,8,3,White
0,0,0,40,0,1,36,0,8,5,5,5,White
1,0,0,40,0,0,30,0,9,0,1,2,White
1,3781,0,40,0,0,19,0,8,0,3,2,White
1,0,0,40,0,0,39,5,13,0,4,2,White
1,0,0,50,0,0,30,0,8,0,8,2,White
0,0,0,40,0,0,45,0,9,1,0,5,White
1,0,0,40,27,1,42,0,14,0,5,2,Asian-Pac-Islander
0,0,0,40,0,0,44,0,8,1,3,5,Black
1,0,0,40,0,0,18,0,9,2,4,3,Black
1,0,0,50,0,1,44,1,13,0,1,2,White
0,0,0,40,0,0,30,0,8,1,2,5,White
0,0,0,40,0,0,29,0,8,2,7,5,Black
1,0,0,40,0,0,21,0,8,0,6,2,White
0,0,0,30,0,0,28,0,9,3,8,5,Black
1,0,0,50,0,0,32,0,8,0,10,2,Black
0,0,0,35,0,0,65,0,13,1,5,3,White
1,0,0,74,0,1,59,0,9,0,10,2,White
0,0,0,24,0,0,39,0,9,1,8,5,White
1,0,0,60,0,1,38,1,10,2,5,3,White
1,0,0,70,0,0,49,1,8,1,10,3,White
0,0,0,45,5,0,36,0,13,2,5,3,White
1,0,0,40,0,1,43,0,9,0,5,2,White
1,0,0,50,0,0,24,1,13,2,3,3,White
1,0,0,40,0,1,34,5,8,0,12,2,White
1,0,0,50,0,1,42,0,13,0,5,2,White
0,0,0,40,0,1,47,0,14,0,5,0,White
1,0,0,72,0,0,49,0,8,0,4,2,White
1,3103,0,50,0,1,46,0,8,0,4,2,White
1,0,0,40,0,0,26,1,9,2,9,3,White
1,0,0,48,0,0,63,0,8,0,1,2,White
1,0,0,60,0,0,33,0,8,2,10,3,White
1,0,0,35,0,0,23,0,9,2,3,3,White
1,0,0,40,26,0,45,0,2,5,2,3,White
0,0,0,40,0,0,37,3,9,2,8,3,Black
0,0,0,40,32,0,29,0,8,0,8,0,White
0,0,0,40,0,0,30,5,9,2,5,3,White
1,0,0,40,0,1,37,1,9,0,1,2,White
1,0,0,50,0,1,42,1,14,0,4,2,White
0,0,0,40,0,0,36,3,13,2,4,3,White
0,0,0,40,0,0,62,0,8,4,1,5,Black
0,0,0,12,0,0,74,0,8,4,2,3,White
1,0,1977,40,5,1,57,0,13,0,4,2,White
1,0,0,40,0,1,61,0,13,0,7,2,White
0,0,0,38,0,0,61,0,8,1,3,3,White
1,0,0,50,0,0,32,0,6,2,9,5,White
0,0,0,40,0,0,36,0,9,2,0,5,White
1,0,0,40,0,0,35,0,9,2,1,3,White
1,0,0,40,0,0,48,0,9,0,7,2,White
1,0,0,40,0,1,46,0,9,0,8,2,White
1,0,2377,35,39,0,44,0,8,0,2,2,Asian-Pac-Islander
1,0,0,45,0,1,42,0,12,0,10,2,White
0,0,0,40,0,0,42,5,13,1,5,5,White
1,0,0,45,0,1,53,4,11,0,0,2,White
1,15024,0,45,0,1,46,0,11,0,3,2,White
1,0,0,40,0,0,27,0,8,0,10,2,Black
0,0,0,40,0,0,32,0,8,1,8,5,White
1,0,0,50,0,0,72,1,3,0,9,2,White
1,0,0,35,0,1,32,1,15,0,5,2,White
1,99999,0,60,0,1,44,0,10,0,5,2,White
1,0,1887,45,0,1,43,1,12,0,3,2,White
1,0,0,48,0,1,29,0,8,0,8,2,White
1,0,0,40,0,0,30,0,9,2,1,3,White
1,0,0,40,0,0,36,5,4,0,1,2,Black
0,0,0,15,0,0,66,0,8,2,0,3,White
1,0,0,50,0,0,37,0,13,0,3,2,White
0,0,0,40,0,0,24,4,9,0,8,0,White
1,0,0,40,0,0,68,0,8,0,2,2,White
0,0,0,60,0,0,48,1,9,0,2,0,White
1,0,0,40,36,0,31,0,2,0,1,2,White
1,0,0,6,0,0,19,2,8,2,2,1,White
1,0,0,40,0,1,41,0,9,0,3,2,White
1,0,0,40,0,0,23,0,8,0,1,4,White
0,0,0,40,0,0,21,0,8,2,4,3,White
1,0,0,60,0,0,57,1,8,0,1,2,White
1,0,0,40,0,0,21,0,8,2,7,3,White
1,0,0,20,0,0,22,0,9,0,9,2,White
1,5178,0,40,0,1,30,0,8,0,4,2,White
1,0,0,40,0,0,39,0,9,2,1,1,White
1,0,0,40,0,0,26,0,8,1,8,3,White
1,0,0,99,0,0,52,0,8,0,10,2,Black
1,0,0,50,8,1,49,0,13,0,3,2,Asian-Pac-Islander
0,0,0,40,0,0,54,4,6,4,12,5,Black
1,0,0,40,0,0,53,0,7,0,2,2,White
1,0,0,40,17,0,38,0,8,0,7,2,White
1,0,0,40,0,0,23,0,9,2,2,1,White
0,0,0,44,0,0,37,0,3,1,3,5,White
0,0,0,40,0,1,52,0,13,1,5,5,White
0,0,0,45,0,0,41,0,13,2,5,3,White
0,0,0,40,0,0,54,0,9,0,8,0,White
1,0,0,55,0,1,36,0,13,0,5,2,White
1,0,0,40,0,0,48,0,14,1,4,3,White
1,0,0,28,0,0,26,0,12,2,6,4,White
1,0,0,40,0,0,47,1,9,0,3,2,White
0,0,0,35,0,0,43,2,8,2,5,5,White
1,0,0,50,0,0,34,2,8,0,4,2,White
1,0,0,50,0,0,38,0,13,0,4,2,White
1,0,0,40,0,0,33,0,8,0,8,2,White
1,0,0,40,0,0,20,0,8,1,7,3,White
1,0,0,40,0,1,37,0,8,0,1,2,White
0,0,0,40,5,0,33,0,8,3,2,3,White
0,0,0,15,26,0,46,1,5,3,4,5,White
1,0,0,30,15,0,31,0,9,0,2,4,Asian-Pac-Islander
1,0,0,70,0,1,39,0,13,0,4,2,White
1,0,2231,30,0,1,48,0,13,1,5,3,White
1,0,0,40,0,1,34,5,5,0,1,2,White
1,0,0,44,0,0,30,0,8,2,1,3,White
1,0,0,50,0,0,35,0,9,0,3,2,White
1,0,0,40,0,0,21,0,8,2,1,1,White
1,0,0,50,0,0,29,0,8,1,1,3,White
1,0,1980,40,0,0,35,5,8,2,12,1,White
1,0,0,40,0,0,29,0,6,0,2,2,White
0,0,0,40,0,0,34,3,8,1,8,3,White
0,0,0,40,0,0,36,0,8,1,2,5,White
0,0,0,45,0,0,24,0,8,0,4,0,Amer-Indian-Eskimo
1,0,1902,60,0,1,33,0,13,0,4,2,White
1,0,0,40,0,0,21,0,8,2,10,3,White
1,1506,0,40,14,0,48,0,9,3,1,5,White
1,0,0,40,0,0,53,0,8,0,1,2,White
1,0,0,30,0,0,18,0,8,2,2,3,White
0,0,0,15,0,0,17,0,6,2,8,1,White
0,0,0,19,0,0,18,0,8,2,3,1,White
0,0,0,36,0,0,21,0,11,2,5,3,White
1,0,0,40,0,0,20,0,8,0,6,2,White
1,7298,0,60,0,1,24,0,9,0,3,2,White
0,0,0,38,0,0,46,0,9,1,0,3,White
1,0,0,45,0,1,39,0,10,1,5,3,White
1,0,0,80,0,0,36,2,8,0,9,2,White
1,0,0,45,0,0,22,0,8,2,1,3,White
1,0,0,44,0,1,59,0,13,0,5,2,White
1,0,0,40,0,1,57,4,14,0,4,2,Black
1,0,0,40,0,0,48,3,8,1,2,5,White
1,0,1719,40,0,0,58,0,8,2,11,3,White
1,0,1902,40,11,0,31,0,8,0,7,4,Asian-Pac-Islander
0,0,0,60,0,0,56,3,13,2,8,3,White
1,0,0,40,0,0,37,0,8,0,10,2,White
0,7688,0,40,0,1,47,4,13,0,8,0,White
0,0,0,20,0,0,20,0,9,2,3,3,White
1,0,0,40,0,0,31,0,5,1,7,3,White
0,0,0,40,36,0,43,0,2,5,11,4,White
0,0,0,12,0,0,21,0,9,2,8,1,White
1,0,1876,40,0,0,38,0,9,2,1,3,White
0,0,0,30,0,0,26,0,8,2,2,3,White
1,0,0,70,0,0,60,1,4,0,10,2,White
1,0,0,40,0,0,28,0,9,0,3,2,White
0,0,0,16,0,0,22,0,9,2,3,1,Black
1,0,0,60,0,0,29,1,11,0,0,2,White
1,0,0,40,0,1,46,0,9,0,1,2,White
0,0,0,40,0,0,40,4,8,2,8,4,Black
1,0,0,55,0,0,43,0,9,0,3,2,White
1,15024,0,50,0,1,43,0,10,0,5,2,White
0,0,1876,48,0,0,47,1,8,2,2,3,White
1,3103,0,40,0,1,35,0,12,0,1,2,White
0,0,0,40,0,1,51,4,14,4,5,3,Black
1,0,0,38,0,0,36,5,9,2,6,3,White
1,0,0,40,0,0,44,0,12,2,5,3,Black
0,0,0,18,0,1,51,0,14,1,2,3,Black
0,0,0,40,0,0,20,0,9,2,9,3,White
0,0,0,8,0,0,46,0,14,1,4,5,White
1,99999,0,60,0,1,45,1,10,0,5,2,White
1,0,0,20,0,0,24,0,13,2,10,1,White
1,8614,0,40,20,1,42,0,8,1,0,3,White
1,0,0,37,0,0,19,0,8,2,6,3,Black
0,0,0,40,0,0,53,0,11,3,4,5,White
0,0,0,40,0,0,33,0,9,0,1,0,White
1,0,0,40,0,0,67,2,9,0,3,2,White
1,0,0,50,0,1,39,0,9,0,3,2,White
0,0,0,20,0,0,17,0,5,2,3,1,White
1,0,1887,60,0,1,44,4,14,0,4,2,White
0,0,0,40,0,0,42,0,8,1,8,5,White
1,15024,0,65,0,1,36,0,13,0,3,2,White
1,0,0,40,0,0,32,0,8,0,1,2,White
0,0,0,33,0,0,46,4,8,4,5,5,Amer-Indian-Eskimo
1,0,0,50,0,0,46,0,9,1,3,5,White
0,0,0,40,0,0,38,0,9,0,5,0,White
1,0,0,60,0,1,50,1,14,0,4,2,White
1,1409,0,2,0,0,73,1,15,0,4,2,White
1,99999,0,50,7,1,41,2,10,0,5,2,Asian-Pac-Islander
1,0,0,46,0,0,25,5,13,2,5,1,White
1,0,0,39,0,0,24,0,6,2,6,1,White
0,0,0,50,0,1,49,0,13,1,3,3,White
1,0,0,40,0,0,31,0,8,0,1,2,White
1,0,0,65,0,0,29,0,8,0,1,2,Amer-Indian-Eskimo
1,0,0,45,0,0,25,0,3,1,1,1,White
1,0,0,10,0,0,20,4,9,2,1,3,White
1,0,0,32,0,0,32,1,4,0,1,2,White
0,0,0,32,20,0,47,0,2,1,3,4,White
1,0,0,18,0,0,22,0,9,2,3,1,White
0,0,1902,44,0,1,32,0,13,0,4,0,White
0,5178,0,10,0,1,33,0,14,0,5,0,White
0,0,0,40,0,0,51,4,9,4,2,5,White
0,0,0,25,0,0,23,0,9,2,6,1,White
1,0,0,40,0,0,31,0,9,0,1,2,White
1,0,0,40,0,0,37,5,8,0,12,2,Amer-Indian-Eskimo
1,0,0,45,0,0,34,0,8,0,4,2,White
1,0,0,72,0,0,55,3,3,0,8,2,White
0,0,0,20,0,0,21,0,9,2,8,1,White
1,0,0,40,0,0,34,0,8,0,7,2,White
1,0,0,50,0,0,59,0,15,2,5,3,White
1,0,0,45,0,0,29,0,6,2,1,3,White
1,0,0,40,0,0,39,5,9,0,3,2,White
1,99999,0,40,0,1,54,2,10,0,5,2,White
1,0,0,40,0,1,37,0,13,0,4,2,Black
1,0,0,40,0,0,45,0,13,2,5,3,White
1,0,0,40,0,0,43,0,9,2,8,3,White
0,0,0,40,15,0,45,0,13,1,8,3,Asian-Pac-Islander
1,0,0,40,0,0,32,0,8,2,1,1,White
1,0,0,40,0,0,19,0,3,2,7,4,White
1,0,1380,40,0,0,26,0,8,2,8,5,Black
1,0,0,40,0,0,27,0,8,2,3,1,Black
0,0,0,11,0,0,21,5,9,2,2,1,White
1,0,0,45,0,0,34,0,14,0,5,2,White
0,2036,0,42,0,0,24,4,8,5,7,5,White
0,2597,0,36,0,0,52,0,8,1,2,3,White
0,0,0,16,0,0,18,0,7,2,3,4,White
1,0,0,40,0,0,25,0,13,2,4,1,White
1,0,0,40,0,0,57,0,5,2,2,3,White
0,0,0,40,0,0,46,4,8,3,8,5,Black
0,0,0,40,0,0,36,0,12,0,8,0,Black
1,0,0,40,0,0,34,0,8,0,10,2,Black
1,0,0,40,0,0,33,0,5,2,9,3,White
1,0,0,60,7,1,31,0,14,2,8,3,Asian-Pac-Islander
0,0,1668,40,0,0,76,4,8,4,2,3,White
0,0,0,50,0,0,32,0,13,2,8,3,White
1,0,0,40,0,0,20,0,8,2,1,1,White
1,0,0,40,0,0,24,0,8,0,10,2,White
1,7688,0,40,0,1,31,0,8,0,4,2,White
0,0,0,40,18,0,51,0,8,0,2,4,Black
1,0,0,40,0,1,29,0,14,0,4,2,White
0,0,0,40,0,0,64,5,13,2,4,3,White
1,15024,0,45,0,1,35,0,13,0,3,2,White
0,0,0,15,0,0,67,0,8,4,2,3,White
0,0,0,5,0,0,47,1,13,1,4,3,White
1,0,0,40,0,1,53,3,13,0,12,2,White
1,0,0,40,0,0,28,1,8,2,4,1,White
0,1831,0,40,0,0,24,0,8,2,0,5,White
