@relation 'adult.test_income_AM3-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L<50k-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L>50k-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Remove-R1'

@attribute Marital-status {0,1,2,3,4,5,6}
@attribute Occupation {0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Relationship {0,1,2,3,4,5}
@attribute Race {0,1,2,3,4}
@attribute Sex {0,1}
@attribute Capital-gain numeric
@attribute Capital-loss numeric
@attribute Hours-per-week numeric
@attribute Native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}
@attribute Income {0,1}
@attribute Age numeric
@attribute Workclass {0,1,2,3,4,5,6,7}
@attribute Education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}

@data
2,7,3,4,1,0,0,40,0,0,41,0,11th
0,4,2,0,1,0,1902,57,0,1,28,0,Bachelors
1,3,3,0,1,0,0,50,0,1,51,1,Doctorate
2,6,3,2,1,0,0,25,0,0,31,0,Preschool
0,6,2,0,1,5013,0,35,0,0,42,0,HS-grad
0,12,2,0,1,0,0,54,0,1,37,4,HS-grad
0,9,2,0,1,0,0,60,0,0,45,1,Bachelors
2,4,3,0,1,0,0,40,0,1,57,4,Bachelors
1,6,1,0,1,0,0,40,0,0,24,0,HS-grad
0,8,2,0,1,0,0,40,0,1,39,0,Some-college
2,4,3,0,1,6097,0,45,0,1,90,0,Assoc-acdm
0,7,2,0,1,0,0,40,0,0,39,0,HS-grad
2,3,3,0,1,0,0,40,0,0,30,0,Some-college
1,1,5,0,1,0,0,84,0,0,52,0,HS-grad
2,1,3,0,1,0,0,50,0,0,32,0,HS-grad
2,8,1,0,0,0,0,40,0,0,66,0,Some-college
1,3,5,0,0,0,0,40,0,0,41,0,HS-grad
0,5,2,0,1,0,0,40,0,0,33,3,HS-grad
1,1,3,0,0,0,0,40,0,0,33,0,HS-grad
2,6,3,0,1,0,0,40,0,0,40,0,HS-grad
2,3,1,0,1,0,0,45,0,0,26,0,Bachelors
0,8,0,0,0,0,0,40,0,1,36,5,Bachelors
0,4,2,0,1,15024,0,50,0,1,55,0,Bachelors
0,1,2,4,1,0,1579,36,0,0,32,0,HS-grad
2,8,3,0,0,0,0,35,0,0,24,0,Some-college
0,4,2,4,1,0,0,75,0,0,35,2,HS-grad
0,7,2,0,1,4386,0,40,0,0,50,0,Some-college
0,9,2,0,1,0,0,48,0,1,52,1,Assoc-voc
2,2,3,0,0,0,0,40,0,0,41,0,HS-grad
0,10,2,0,1,0,0,40,0,1,50,0,HS-grad
4,4,3,0,0,0,0,2,0,0,81,0,7th-8th
0,4,2,0,1,0,0,75,0,0,25,0,HS-grad
0,4,2,0,1,7688,0,10,35,1,53,0,5th-6th
0,12,2,0,1,0,0,60,0,0,27,5,HS-grad
1,2,1,0,0,0,0,60,0,0,45,0,HS-grad
0,8,0,0,0,0,0,28,0,0,39,0,Bachelors
0,2,2,4,1,3818,0,30,0,0,77,0,10th
2,3,4,0,1,0,0,16,0,0,19,0,11th
2,2,5,4,1,0,0,40,0,0,32,0,HS-grad
0,4,2,0,1,0,0,40,0,1,34,0,Masters
1,4,3,0,1,0,2559,55,0,1,40,0,Bachelors
0,4,0,0,0,0,0,40,0,1,36,0,Some-college
0,12,2,0,1,0,0,39,12,0,71,0,9th
1,1,3,4,1,0,0,40,0,0,46,0,HS-grad
1,8,1,1,1,5455,0,40,0,0,44,0,Bachelors
1,1,3,0,1,0,1741,40,0,0,54,0,HS-grad
2,5,1,0,0,0,0,24,0,0,21,0,Some-college
0,8,1,4,0,0,0,40,0,0,27,0,Some-college
2,0,1,0,0,0,0,40,0,0,25,0,Bachelors
0,5,2,0,1,0,0,50,0,1,34,0,Doctorate
0,5,2,0,1,0,0,50,0,0,30,0,HS-grad
2,2,1,0,1,0,0,30,0,0,17,0,10th
2,6,1,0,1,0,0,25,0,0,20,0,HS-grad
0,5,2,4,1,5178,0,40,0,1,40,0,Masters
0,9,2,0,1,0,1887,70,0,1,55,1,10th
0,4,2,0,1,0,0,70,9,1,50,2,HS-grad
0,0,2,4,1,0,0,55,0,1,38,0,Bachelors
2,2,3,0,1,10520,0,40,3,1,34,0,HS-grad
0,3,2,0,1,0,0,21,0,0,63,0,HS-grad
0,3,2,0,1,0,1977,65,0,1,35,0,Bachelors
0,1,2,0,1,0,1887,65,0,1,39,0,HS-grad
0,5,2,0,1,0,0,35,0,1,36,4,Bachelors
2,2,3,4,0,0,0,40,0,0,40,0,HS-grad
2,2,3,4,0,0,0,40,0,0,45,3,HS-grad
0,5,2,0,1,99999,0,48,0,1,48,2,Prof-school
1,7,5,4,1,0,0,40,0,0,71,2,11th
0,10,2,0,1,0,0,40,0,0,57,3,HS-grad
0,3,2,0,1,0,0,8,0,0,51,1,Bachelors
5,4,3,0,0,0,0,40,0,0,27,0,Some-college
5,9,3,0,1,0,0,50,0,0,37,1,Assoc-acdm
0,12,2,0,1,0,0,40,0,1,38,4,HS-grad
0,5,2,0,1,0,0,40,0,0,47,4,Masters
0,5,2,0,1,15024,0,50,0,1,37,0,Bachelors
2,5,3,1,1,0,0,25,7,0,26,0,Bachelors
0,10,2,0,1,0,0,50,0,0,60,0,HS-grad
2,2,3,0,1,0,0,10,0,0,45,0,7th-8th
0,1,2,0,1,0,0,45,0,0,54,4,HS-grad
0,8,2,0,1,0,0,50,0,1,31,0,Bachelors
3,3,3,0,1,0,0,50,0,1,35,0,Bachelors
2,8,3,1,0,0,0,40,10,0,31,0,Bachelors
1,9,3,0,1,0,0,40,0,0,60,0,12th
2,3,1,0,0,0,0,24,0,0,21,0,HS-grad
1,2,3,0,1,0,0,40,0,0,42,0,HS-grad
2,3,3,0,0,0,0,45,0,0,25,0,Bachelors
4,8,5,0,0,6723,0,40,0,0,67,0,HS-grad
1,1,5,0,1,0,0,40,0,0,41,1,12th
2,11,4,0,0,0,0,35,20,0,26,0,Bachelors
0,10,2,0,1,0,0,80,0,0,36,0,10th
2,12,3,0,1,0,0,40,0,0,24,4,HS-grad
3,7,1,0,1,0,0,53,0,0,23,0,HS-grad
5,2,3,0,1,0,0,45,0,0,38,0,10th
0,5,2,0,1,0,0,40,0,1,40,0,HS-grad
1,3,5,0,0,0,0,60,0,0,44,0,HS-grad
1,4,5,0,1,0,0,55,0,1,29,0,Some-college
2,1,4,0,1,0,0,40,0,0,26,0,HS-grad
0,1,2,0,1,0,0,40,0,0,37,1,Some-college
4,5,1,0,1,0,0,35,0,0,31,0,Bachelors
2,2,5,0,0,0,0,35,0,0,39,0,Masters
1,2,3,0,1,0,0,40,21,0,49,0,HS-grad
0,12,2,0,1,0,0,40,0,0,57,0,HS-grad
0,7,2,0,1,0,0,38,0,0,38,0,Some-college
0,3,0,0,0,0,0,45,0,0,27,0,HS-grad
1,2,1,0,1,0,0,40,0,0,36,4,Bachelors
1,4,3,0,0,0,0,50,0,0,47,0,Masters
1,8,5,0,0,0,0,40,0,0,30,0,Assoc-voc
0,8,0,0,0,0,0,40,0,0,31,0,10th
1,7,5,4,0,0,0,40,0,0,49,1,HS-grad
2,8,1,0,0,0,0,40,0,0,23,0,Assoc-voc
2,12,1,0,1,0,0,40,0,0,22,0,Some-college
0,2,2,0,1,0,0,35,0,0,40,0,HS-grad
3,3,5,4,0,0,0,40,0,0,45,5,HS-grad
1,8,3,0,0,0,0,45,0,0,53,0,HS-grad
2,7,3,0,0,0,0,40,0,0,33,0,HS-grad
0,3,2,0,1,0,0,50,0,1,53,1,Assoc-voc
0,1,2,0,1,4386,0,48,0,1,33,0,HS-grad
1,7,1,0,0,0,0,40,0,0,40,0,HS-grad
0,9,2,0,1,0,0,70,20,0,43,0,1st-4th
1,8,3,0,0,0,0,27,0,0,63,5,HS-grad
1,5,5,0,0,0,0,40,0,0,46,4,Bachelors
1,9,3,0,1,0,0,50,0,0,34,1,7th-8th
0,3,0,0,0,0,0,40,0,0,32,0,HS-grad
2,6,1,0,1,0,0,40,0,0,23,0,Some-college
0,8,2,0,1,0,0,40,0,1,42,0,Bachelors
0,4,2,0,1,0,0,42,0,1,28,0,Bachelors
1,1,3,0,1,0,0,40,0,0,41,0,Some-college
2,2,3,0,0,0,0,16,0,0,21,5,Some-college
1,3,3,0,1,0,0,60,0,0,35,0,HS-grad
0,6,2,0,1,0,0,40,0,1,49,0,Bachelors
2,2,1,0,0,0,0,40,0,0,23,0,11th
2,3,1,0,1,0,0,40,0,0,22,0,HS-grad
2,4,3,0,1,0,0,48,0,0,26,0,Masters
1,3,5,0,1,0,0,50,0,1,34,2,HS-grad
2,4,3,0,0,0,0,40,0,0,44,5,Masters
5,4,3,0,0,13550,0,60,0,1,41,0,Bachelors
2,8,1,0,0,0,0,24,0,0,23,0,Some-college
0,8,2,0,1,0,0,48,0,1,48,3,Bachelors
2,3,5,0,0,0,0,45,0,0,24,0,Bachelors
2,8,3,0,0,0,0,35,0,0,22,0,HS-grad
1,5,3,0,1,0,0,60,0,1,50,5,Masters
2,1,5,0,1,0,0,40,0,0,41,0,HS-grad
0,12,2,0,1,0,0,48,0,0,35,4,Bachelors
0,5,2,0,1,0,0,55,0,1,41,4,Masters
0,8,2,0,1,7688,0,42,0,1,47,0,Some-college
2,6,1,0,1,1055,0,70,0,0,19,0,HS-grad
0,12,2,0,1,0,0,40,0,0,27,5,Bachelors
1,6,5,0,0,0,0,20,0,0,51,0,HS-grad
0,5,2,0,1,0,0,60,0,1,51,0,Doctorate
0,4,2,0,1,0,0,40,0,0,40,4,12th
0,1,2,0,1,5178,0,40,0,1,42,0,HS-grad
0,1,4,0,1,0,0,40,0,0,32,4,Some-college
0,4,2,0,1,0,0,65,0,0,45,0,Some-college
4,0,5,0,0,0,0,38,0,0,58,0,HS-grad
0,4,2,0,1,0,0,50,0,1,31,0,Bachelors
0,7,2,0,1,0,0,40,0,0,32,0,HS-grad
0,1,2,0,1,0,0,40,0,0,31,0,Assoc-voc
0,5,0,4,0,7688,0,35,0,1,49,4,Bachelors
0,12,2,0,1,0,0,50,0,0,35,4,Bachelors
0,2,2,0,1,0,0,8,4,0,77,4,7th-8th
0,10,2,0,1,0,0,50,0,0,41,0,HS-grad
0,3,2,0,1,0,0,40,0,1,41,0,Some-college
1,5,3,0,0,0,0,38,0,0,30,0,Bachelors
0,2,2,0,1,0,0,47,0,0,37,0,Assoc-acdm
0,10,2,4,1,0,0,55,0,0,34,0,12th
2,2,4,4,1,0,0,40,0,0,40,0,HS-grad
0,4,2,0,1,0,0,40,0,0,37,3,Some-college
0,6,2,0,1,0,0,40,20,1,42,0,Some-college
0,7,0,4,0,0,0,40,0,0,22,0,HS-grad
2,8,3,4,0,0,0,40,0,0,27,0,Some-college
1,5,5,0,0,0,0,50,0,0,45,0,Assoc-acdm
0,6,2,0,1,0,0,40,0,0,40,0,11th
0,3,2,0,1,0,1887,45,0,1,49,0,HS-grad
0,1,2,0,1,0,0,40,0,0,36,0,HS-grad
2,4,1,0,1,0,0,9,0,0,25,3,Some-college
0,5,2,0,1,0,0,40,0,0,38,0,Some-college
2,8,1,0,0,0,0,25,0,0,19,4,Some-college
0,12,2,4,1,0,0,40,0,1,31,4,HS-grad
2,3,3,0,0,0,2258,55,0,0,27,0,Bachelors
0,2,4,0,1,3908,0,40,0,0,47,4,HS-grad
2,2,4,2,1,0,0,42,0,0,19,0,Some-college
4,4,3,0,0,0,0,45,5,0,47,0,Some-college
0,10,2,0,1,0,0,65,0,1,35,1,HS-grad
2,8,1,0,0,0,0,20,0,0,20,0,Assoc-acdm
0,4,2,0,1,0,0,40,0,0,29,0,Bachelors
0,6,2,0,1,0,0,40,0,0,48,3,HS-grad
0,4,0,0,0,0,0,45,0,1,38,0,Some-college
2,6,1,0,0,0,0,20,0,0,20,0,HS-grad
4,0,3,0,0,0,0,45,0,0,66,1,HS-grad
2,6,3,0,1,0,0,43,0,0,22,0,HS-grad
0,4,2,0,1,0,0,40,0,1,51,4,HS-grad
2,7,1,4,0,0,0,40,0,0,30,0,Some-college
0,3,0,0,0,0,0,40,0,1,42,0,HS-grad
1,7,3,0,1,0,0,40,0,0,55,1,Some-college
2,8,1,0,0,0,0,40,0,0,23,4,HS-grad
2,8,4,0,0,0,0,40,0,0,26,0,HS-grad
1,3,3,0,1,0,0,20,0,0,60,1,Doctorate
0,6,2,0,1,0,0,40,0,0,54,0,HS-grad
4,2,3,0,0,0,0,28,0,0,74,0,HS-grad
0,4,2,0,1,0,0,40,0,1,51,0,Bachelors
1,3,3,0,0,0,0,45,0,0,47,2,Bachelors
2,2,1,0,1,0,0,18,0,0,22,0,HS-grad
0,5,2,0,1,0,0,40,0,1,35,0,Bachelors
0,4,2,0,1,0,0,50,0,1,57,2,Masters
0,4,0,0,0,0,0,40,0,0,22,0,Some-college
0,5,2,0,1,15024,0,40,0,1,45,0,Bachelors
0,4,2,0,1,0,0,50,0,1,43,2,Assoc-acdm
0,3,2,0,1,0,0,80,0,0,55,1,7th-8th
2,1,3,0,1,0,0,43,0,0,29,0,10th
0,5,2,0,1,0,0,40,0,1,47,4,Masters
2,2,3,0,1,0,0,20,0,0,18,0,HS-grad
2,1,1,0,1,0,0,40,0,0,25,1,HS-grad
0,5,2,4,1,0,0,40,0,0,38,0,Masters
0,1,2,0,1,0,0,40,0,0,56,4,HS-grad
2,5,3,0,0,0,0,40,0,0,40,0,Bachelors
0,5,0,0,0,0,0,40,0,1,47,4,Masters
2,8,1,0,1,0,0,40,0,1,34,0,Some-college
0,1,2,0,1,0,0,40,20,0,30,0,5th-6th
0,1,2,0,1,0,0,55,0,0,32,0,HS-grad
0,10,2,0,1,0,0,50,29,0,33,0,9th
2,2,1,0,1,0,0,24,0,0,18,0,11th
0,5,2,0,1,15024,0,45,0,1,37,0,Some-college
1,1,3,0,1,0,0,40,0,0,34,0,9th
2,1,3,0,1,0,0,45,0,0,30,0,HS-grad
0,4,2,0,1,0,0,50,0,1,46,0,Masters
0,10,2,0,1,0,0,70,0,0,45,0,Some-college
0,5,2,0,1,0,0,40,12,1,42,1,Prof-school
2,2,3,0,0,0,0,35,0,0,23,0,Bachelors
1,4,3,0,0,0,0,50,0,0,43,0,Masters
2,6,4,1,0,0,0,50,15,0,53,0,5th-6th
2,2,3,0,0,0,0,30,0,0,28,0,HS-grad
5,1,3,0,1,0,0,54,0,0,62,0,HS-grad
2,6,3,0,1,0,0,50,0,0,35,0,Assoc-acdm
1,4,5,0,1,0,2444,60,0,1,55,2,HS-grad
0,7,2,0,1,0,0,40,0,0,24,0,HS-grad
2,3,3,0,0,0,0,35,0,0,23,0,HS-grad
2,5,1,0,0,0,0,37,0,0,24,4,Bachelors
0,1,2,0,1,0,2002,45,0,0,52,0,5th-6th
2,7,3,0,0,0,0,40,0,0,33,0,HS-grad
0,10,2,0,1,0,0,48,0,1,56,0,HS-grad
3,1,5,0,0,0,0,40,0,0,36,0,HS-grad
2,2,4,1,1,0,0,10,15,0,53,0,HS-grad
0,4,2,0,1,0,0,60,0,0,52,2,Bachelors
1,1,3,0,1,0,0,40,0,0,41,0,HS-grad
0,4,2,0,1,0,0,50,0,0,35,2,Some-college
0,10,2,0,1,0,0,60,0,0,27,0,HS-grad
0,4,0,4,0,0,1977,50,0,1,43,0,Masters
2,3,3,0,1,0,0,40,0,0,29,0,Some-college
3,1,3,0,1,0,0,60,0,0,51,0,HS-grad
0,3,2,0,1,0,0,60,0,0,39,0,Bachelors
2,2,1,0,0,0,0,20,0,0,18,0,11th
2,4,3,0,1,0,0,30,0,0,23,0,Bachelors
2,6,1,0,1,0,0,15,0,0,21,0,Some-college
1,2,5,0,0,0,0,20,0,0,48,0,HS-grad
0,10,2,0,1,0,0,50,0,0,35,0,HS-grad
1,1,3,4,1,0,0,40,0,0,43,0,Assoc-voc
0,6,2,0,1,0,0,20,0,0,27,0,10th
1,8,3,0,0,0,0,40,0,0,54,0,HS-grad
0,5,2,0,1,0,0,50,0,1,45,0,Doctorate
1,3,3,0,1,0,0,40,0,0,45,0,Bachelors
4,7,3,0,0,0,0,40,0,0,59,0,HS-grad
3,3,3,3,0,0,0,30,20,0,21,0,11th
0,3,2,4,1,0,0,55,0,0,51,1,Bachelors
0,3,2,0,1,0,0,45,0,1,42,0,Masters
2,4,3,0,1,0,0,60,0,0,35,0,HS-grad
0,1,2,0,1,0,0,45,0,0,29,0,Some-college
0,7,2,0,1,0,0,40,0,0,65,1,HS-grad
0,7,2,0,1,0,0,40,0,0,34,0,HS-grad
0,5,2,0,1,0,0,50,0,0,55,1,Some-college
0,4,0,0,0,0,0,35,0,1,38,0,Some-college
1,6,5,0,1,0,0,40,0,0,55,0,HS-grad
1,7,3,4,0,0,1408,40,0,0,47,0,Some-college
2,4,1,1,0,0,0,15,0,0,18,0,HS-grad
5,1,1,0,1,0,0,16,0,0,32,1,10th
1,5,3,0,1,0,0,50,0,0,61,1,Prof-school
0,7,2,0,1,0,0,40,0,1,37,0,HS-grad
0,10,2,0,1,0,0,40,0,1,38,4,HS-grad
2,3,1,0,0,0,0,40,0,0,61,0,HS-grad
4,0,5,0,0,0,0,40,0,0,54,0,Some-college
2,6,3,0,1,0,0,40,0,0,30,4,Assoc-acdm
0,12,2,0,1,0,0,40,0,0,52,3,HS-grad
0,10,2,0,1,0,0,36,0,1,52,0,Some-college
0,4,2,0,1,0,0,60,0,1,50,2,HS-grad
2,8,3,0,0,0,0,40,31,0,29,0,Some-college
2,8,3,0,0,0,0,46,0,0,23,0,Bachelors
0,5,2,0,1,0,0,50,0,0,47,4,Masters
0,4,2,0,1,0,0,40,0,1,75,2,HS-grad
0,9,2,0,1,0,0,12,0,0,67,1,7th-8th
1,8,5,0,0,0,0,40,0,0,28,0,HS-grad
2,4,3,0,0,0,0,40,0,0,24,0,Bachelors
2,1,3,0,1,0,0,50,0,0,21,0,10th
0,5,2,1,1,0,0,40,11,1,38,0,Doctorate
0,6,2,0,1,0,0,40,0,0,22,0,10th
0,1,2,0,1,0,0,40,0,0,46,0,Prof-school
0,5,2,0,1,3103,0,60,0,1,40,2,Bachelors
0,5,2,0,1,0,0,45,0,1,47,5,Masters
0,1,2,0,1,0,0,40,0,1,44,2,Some-college
4,8,5,0,0,0,0,20,0,0,26,0,HS-grad
1,5,5,4,0,0,0,40,0,0,32,4,Assoc-voc
2,1,3,0,1,0,0,45,0,0,30,1,HS-grad
1,5,3,0,0,0,0,40,0,0,56,5,Assoc-acdm
2,8,1,0,1,0,0,40,0,0,23,0,Bachelors
2,7,5,0,0,0,0,40,0,0,32,0,Some-college
2,3,3,0,0,0,0,45,0,0,38,0,Assoc-acdm
1,4,5,0,1,0,0,30,0,0,40,1,Some-college
2,12,4,0,1,0,0,42,0,0,23,0,HS-grad
1,8,4,0,0,0,0,40,0,0,25,0,HS-grad
0,4,2,0,1,7298,0,55,0,1,51,0,Some-college
1,4,5,0,0,0,0,40,0,1,73,0,Bachelors
0,4,2,0,1,4386,0,60,0,1,33,0,HS-grad
0,1,2,0,1,0,0,60,0,1,47,2,HS-grad
0,3,2,0,1,0,0,48,0,1,35,0,Some-college
0,7,2,0,1,0,0,40,0,0,53,1,7th-8th
2,5,3,0,0,0,0,40,0,0,29,0,Bachelors
2,2,1,0,1,0,0,25,0,0,17,0,11th
2,9,3,0,1,0,0,50,0,0,38,1,HS-grad
0,6,2,0,1,2653,0,12,0,0,74,0,HS-grad
0,4,2,0,1,0,1902,50,0,1,45,0,Masters
0,8,2,4,1,4064,0,40,0,0,33,0,Some-college
0,0,4,0,0,0,0,40,0,0,29,0,Assoc-voc
3,4,3,0,1,0,0,60,0,0,52,1,HS-grad
2,10,3,0,1,0,0,25,0,0,24,0,Masters
1,4,3,0,0,0,0,40,0,0,51,0,HS-grad
2,8,1,0,0,0,0,40,0,0,27,0,HS-grad
0,3,4,0,0,0,0,20,0,0,43,0,HS-grad
2,10,5,3,1,0,0,40,36,0,24,0,9th
0,3,2,0,1,5178,0,48,0,1,38,0,Bachelors
0,3,2,0,1,0,0,55,0,1,33,0,HS-grad
2,9,1,0,1,0,0,6,0,0,18,0,11th
2,6,1,0,1,0,0,16,0,0,20,0,Some-college
0,5,2,0,1,0,0,40,0,0,48,0,Bachelors
1,4,5,0,0,0,0,64,0,0,45,0,Some-college
2,5,3,0,1,0,0,35,0,0,57,3,10th
2,5,1,0,0,0,0,4,0,0,17,1,11th
2,8,3,0,1,0,0,60,0,0,42,0,Bachelors
2,7,1,0,1,0,0,40,0,0,30,0,HS-grad
0,4,0,0,0,0,0,50,0,0,50,0,Some-college
0,7,2,0,1,0,0,70,0,0,57,1,HS-grad
2,8,1,4,0,0,0,40,0,0,28,0,Some-college
1,1,3,0,1,0,0,40,0,0,46,4,Bachelors
0,9,2,0,1,0,0,80,0,0,28,1,Assoc-voc
0,1,2,0,1,5013,0,45,0,0,45,0,HS-grad
0,1,2,4,1,0,0,40,0,1,40,0,Some-college
0,7,0,0,0,0,0,40,0,0,22,0,HS-grad
0,7,2,0,1,0,0,40,0,0,33,0,9th
0,9,2,0,1,0,0,35,0,0,34,0,10th
2,5,3,0,1,0,0,55,0,0,35,5,Doctorate
0,3,2,0,1,0,0,46,0,1,32,0,HS-grad
0,4,2,0,1,15024,0,60,0,1,34,0,Masters
4,4,5,0,1,13550,0,40,0,1,52,3,Assoc-acdm
0,5,2,0,1,0,0,50,0,0,47,2,Doctorate
0,4,2,0,1,0,0,40,0,1,44,3,Bachelors
2,5,3,0,0,0,0,35,0,0,35,0,Masters
2,8,3,0,0,0,0,40,0,0,30,5,Some-college
0,7,2,0,1,0,0,50,0,0,52,0,10th
1,8,5,4,1,0,0,40,0,0,44,3,Some-college
0,5,2,0,1,0,0,40,0,1,45,3,Bachelors
0,2,2,0,1,5013,0,40,0,0,39,0,HS-grad
0,9,2,0,1,0,0,45,0,0,52,1,Masters
0,7,2,4,1,0,0,56,0,0,48,0,11th
2,10,3,4,1,0,0,34,5,0,33,3,HS-grad
2,3,1,0,1,0,0,55,0,0,23,0,Some-college
2,7,1,0,1,0,0,40,0,0,23,0,HS-grad
2,1,5,0,1,0,0,40,0,0,26,0,HS-grad
4,3,5,0,0,0,0,38,0,0,60,0,HS-grad
0,0,2,0,1,0,0,39,0,0,37,0,Some-college
0,12,2,0,1,0,0,40,0,0,35,0,Some-college
0,8,2,0,1,0,0,40,0,0,41,0,HS-grad
3,2,5,4,0,0,0,40,0,0,29,0,Some-college
0,3,2,0,1,0,0,45,0,0,46,1,Some-college
1,4,3,0,0,0,0,40,0,0,43,4,Some-college
0,4,2,0,1,7298,0,50,0,1,43,1,Bachelors
2,1,1,0,1,0,0,40,0,0,27,0,12th
2,2,5,4,1,0,0,48,0,0,37,0,HS-grad
1,1,5,0,1,0,0,44,0,0,45,0,HS-grad
1,1,3,0,1,0,0,55,4,0,43,0,Some-college
2,7,3,2,1,0,0,40,20,0,34,0,HS-grad
0,1,2,0,1,0,0,50,0,0,38,0,HS-grad
2,4,3,0,0,0,0,40,0,0,30,0,Some-college
0,2,0,0,0,0,0,50,0,1,41,0,Masters
1,8,5,0,0,0,0,30,0,0,30,0,Assoc-voc
0,8,2,4,1,0,0,40,0,0,50,0,HS-grad
0,10,2,0,1,0,0,50,0,0,31,0,HS-grad
2,7,1,0,1,0,0,30,0,0,21,0,HS-grad
4,0,5,0,0,0,0,40,0,0,42,0,Some-college
2,1,3,0,1,0,0,40,0,0,40,0,HS-grad
2,1,3,0,1,0,0,40,0,0,27,0,HS-grad
0,4,2,0,1,0,0,60,0,1,47,0,Some-college
0,1,2,0,1,0,0,40,0,0,44,0,HS-grad
1,3,3,0,1,27828,0,40,0,1,30,0,Bachelors
2,4,3,0,1,0,0,30,0,0,23,0,Bachelors
0,4,2,0,1,0,0,40,0,1,42,3,Bachelors
2,3,3,0,0,0,0,50,0,0,24,0,Bachelors
0,1,2,0,1,0,0,45,0,0,46,0,Assoc-acdm
0,3,2,0,1,0,0,40,21,0,47,0,HS-grad
2,2,1,0,1,0,0,40,0,0,44,0,HS-grad
1,9,5,0,0,0,0,40,20,0,30,4,9th
2,1,4,0,1,0,0,40,20,0,20,0,5th-6th
4,8,5,0,0,0,0,20,0,0,65,5,HS-grad
0,1,2,0,1,0,0,45,0,1,35,0,HS-grad
2,2,1,0,1,1055,0,15,0,0,22,0,Some-college
1,3,3,0,0,0,0,40,0,0,31,0,HS-grad
3,4,3,0,0,0,0,60,0,0,51,1,Some-college
0,3,2,0,1,0,0,60,0,0,52,1,HS-grad
0,2,2,0,1,0,0,40,0,0,49,1,HS-grad
2,3,3,0,0,10520,0,50,0,1,44,0,HS-grad
2,7,3,0,1,0,0,50,0,0,20,0,HS-grad
2,4,3,0,0,10520,0,60,0,1,44,4,Masters
0,12,2,0,1,0,0,40,0,0,67,0,9th
2,0,3,0,0,0,0,40,0,0,35,0,Bachelors
2,2,3,0,0,0,0,40,0,0,20,0,HS-grad
2,2,4,0,0,0,0,30,0,0,45,0,HS-grad
0,5,2,0,1,0,0,50,0,1,36,2,Some-college
0,10,2,0,1,0,0,50,0,1,60,0,7th-8th
0,4,2,0,1,0,1902,40,0,1,40,0,Bachelors
2,8,5,4,0,0,0,40,0,0,38,0,Assoc-voc
2,3,3,0,0,0,0,9,0,0,18,0,HS-grad
0,4,2,0,1,0,0,40,0,0,26,0,Bachelors
0,5,2,0,1,0,0,80,0,0,53,0,Bachelors
1,2,5,0,0,0,0,40,20,0,60,1,Preschool
0,4,2,0,1,0,0,55,0,1,44,0,Masters
0,10,2,0,1,0,0,40,0,0,61,5,HS-grad
2,1,3,0,1,0,0,40,0,0,23,0,Assoc-voc
0,9,2,0,1,0,0,84,0,0,51,1,HS-grad
4,8,5,0,0,0,0,40,0,0,51,5,HS-grad
1,4,3,0,0,0,0,40,0,0,37,0,Bachelors
0,6,2,0,1,0,0,40,0,0,47,0,HS-grad
0,7,2,0,1,4386,0,58,0,1,29,0,HS-grad
1,4,3,0,1,0,0,50,0,1,32,1,Bachelors
2,6,1,0,1,0,0,40,0,0,26,0,10th
1,5,3,0,1,0,0,15,0,0,34,0,Some-college
0,4,2,0,1,0,0,40,0,1,58,2,HS-grad
2,2,1,0,1,0,0,25,0,0,20,0,11th
2,3,1,0,1,0,1974,50,0,0,28,0,Bachelors
1,7,5,0,0,0,0,40,0,0,47,0,Some-college
2,5,3,0,0,0,0,40,0,0,26,0,Masters
0,1,2,0,1,0,0,55,0,0,34,1,HS-grad
0,4,2,0,1,0,0,45,0,1,32,0,Bachelors
2,2,1,0,0,0,0,40,0,0,20,0,Some-college
0,8,2,0,1,0,0,30,0,0,31,4,Some-college
2,8,1,0,0,0,0,40,0,0,22,0,Bachelors
0,4,2,0,1,0,0,50,0,1,31,1,HS-grad
0,7,2,0,1,0,0,50,0,1,32,0,HS-grad
1,5,3,0,0,0,0,40,0,0,28,0,Bachelors
