@relation 'adult.test_income_AM3-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L<50k-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L>50k-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Remove-R2'

@attribute Education {13,9,6,8,10,11,12,4,3,7,14,1,5,15,2,0}
@attribute Marital-status {0,1,2,3,4,5,6}
@attribute Occupation {0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Relationship {0,1,2,3,4,5}
@attribute Race {0,1,2,3,4}
@attribute Sex {0,1}
@attribute Capital-gain numeric
@attribute Capital-loss numeric
@attribute Hours-per-week numeric
@attribute Native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}
@attribute Income {0,1}
@attribute Age numeric
@attribute Workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}

@data
13,0,4,2,0,1,0,0,40,0,0,33,Self-emp-not-inc
8,2,5,3,0,0,0,0,40,0,0,41,Private
9,2,8,1,0,1,0,0,40,0,0,21,Private
14,0,5,2,0,1,0,2415,50,0,1,41,Private
15,2,5,3,0,1,3325,0,45,0,0,32,Private
13,2,4,3,0,0,0,0,40,0,0,33,Private
13,0,4,2,0,1,0,0,40,0,1,39,Private
11,0,2,2,1,1,0,0,40,34,0,35,Private
9,2,1,1,0,0,0,0,20,0,0,20,Private
9,2,8,1,0,1,0,0,35,0,0,20,Private
9,2,6,1,0,1,0,0,20,0,0,23,Private
14,2,5,3,0,0,0,0,40,0,0,40,Local-gov
4,2,2,1,0,1,0,0,40,0,0,19,Private
8,2,5,3,0,0,0,0,37,22,1,34,Private
14,0,5,2,0,1,0,0,40,0,1,45,Federal-gov
8,0,12,2,0,1,0,0,56,0,0,33,Local-gov
5,0,1,2,0,1,0,0,35,0,0,47,Private
13,0,5,2,0,1,0,0,40,0,1,41,Private
8,0,6,2,0,1,0,0,40,0,1,53,Private
8,2,1,1,0,1,0,0,56,0,0,26,Private
2,0,2,2,0,1,0,0,40,3,0,44,Private
13,2,3,1,0,1,0,0,40,0,0,47,Private
9,1,0,3,0,1,0,0,50,0,0,35,Private
8,2,7,3,0,1,0,0,40,0,0,32,Private
4,1,12,3,0,1,0,0,40,0,0,56,Private
6,2,8,1,0,1,0,0,40,0,0,30,Private
2,2,10,3,4,1,0,0,40,0,0,55,Private
12,0,8,2,0,1,0,0,36,0,0,35,Private
14,0,5,2,0,1,0,0,40,0,1,43,Federal-gov
9,1,8,5,0,0,0,0,40,0,0,59,Private
9,2,10,1,0,1,0,0,40,0,0,24,Private
8,1,2,3,0,0,0,0,40,0,0,45,Private
10,0,5,2,0,1,0,2377,35,0,1,72,Self-emp-inc
12,0,1,2,0,1,0,0,45,0,0,56,Private
9,2,3,1,0,0,0,0,15,0,0,20,Private
8,2,7,1,0,1,0,0,40,0,0,20,Private
12,0,4,2,0,1,0,0,35,0,1,30,Private
4,0,3,2,0,1,0,0,40,0,0,46,Self-emp-not-inc
9,2,3,1,0,0,0,0,20,0,0,18,Private
6,4,3,3,0,1,0,0,40,0,0,75,Self-emp-not-inc
14,4,5,5,4,0,0,0,40,0,0,43,Local-gov
6,2,2,1,0,1,0,0,14,15,0,17,Private
9,6,4,0,0,0,0,0,40,0,1,32,Private
8,4,11,3,0,0,0,0,25,0,0,72,Private
8,3,8,3,0,0,0,0,32,0,0,38,Private
8,2,6,1,0,1,0,0,40,0,0,23,Private
12,1,4,3,0,0,10520,0,80,9,1,32,Self-emp-inc
9,2,7,3,0,1,0,0,40,0,0,19,Local-gov
13,0,4,2,0,1,0,0,55,0,1,51,Private
13,0,4,2,1,1,0,0,40,0,1,51,Federal-gov
13,2,3,3,0,1,0,0,40,0,0,24,Private
9,2,5,3,0,1,0,0,20,0,0,21,Private
8,0,3,2,0,1,0,0,40,0,1,58,Self-emp-not-inc
7,1,7,5,0,0,0,0,40,0,0,37,Private
8,2,1,3,0,1,0,0,35,0,0,28,Private
5,2,2,5,4,0,0,0,40,0,0,33,Federal-gov
14,2,4,3,0,1,0,0,50,0,1,39,Private
13,0,3,2,0,1,0,0,20,0,1,62,Private
11,0,1,0,0,0,0,0,20,0,0,58,Self-emp-not-inc
9,0,3,2,0,1,0,0,12,0,0,64,Private
8,0,1,2,0,1,0,0,40,0,0,43,Private
9,1,5,3,0,1,0,0,40,0,1,48,Private
9,0,8,0,0,0,0,1902,20,0,1,45,Private
12,4,5,5,0,0,0,0,45,0,0,58,Private
11,1,1,5,4,0,7443,0,40,0,0,34,Private
11,2,8,4,0,0,0,0,37,0,0,22,Private
6,3,6,4,0,1,0,0,40,0,0,26,Private
8,2,10,1,0,1,0,0,40,0,0,24,Private
9,2,1,3,0,1,0,0,40,0,0,21,Private
9,0,3,2,0,1,0,2415,40,0,1,45,Private
13,1,4,5,0,0,4934,0,45,0,1,44,Private
12,2,8,4,0,1,0,0,40,22,0,28,Private
8,0,1,2,0,1,0,0,40,0,0,50,Private
13,0,5,2,0,1,0,1902,32,0,1,34,Self-emp-not-inc
8,0,7,2,0,1,0,0,40,20,0,26,Private
9,2,8,1,0,0,0,0,40,0,0,51,Private
13,0,4,2,0,1,7688,0,40,0,1,58,Private
14,0,4,2,0,1,0,0,40,0,1,50,Self-emp-inc
8,0,3,2,0,1,0,1902,60,0,1,52,Private
8,0,3,2,0,1,0,0,70,0,1,38,Private
8,2,6,1,0,1,0,0,40,0,0,22,Private
9,1,1,5,0,1,0,0,40,0,1,47,Private
9,1,10,3,0,1,0,0,40,0,0,48,Self-emp-not-inc
9,2,9,4,0,1,0,0,8,0,0,19,Private
12,0,4,2,0,1,3137,0,40,0,0,62,Self-emp-inc
14,2,5,3,0,0,0,0,45,0,0,31,Local-gov
8,1,2,4,0,0,0,0,40,33,0,55,Private
8,4,1,3,0,0,3273,0,42,0,0,68,Private
8,2,1,1,0,1,0,0,20,0,0,43,Private
8,2,2,1,0,1,0,0,40,0,0,22,Private
8,1,1,1,0,1,0,0,20,0,0,36,Self-emp-not-inc
9,2,3,4,1,0,0,0,35,15,0,26,Private
13,0,12,2,4,1,3103,0,40,0,1,35,Private
9,0,4,2,0,1,0,0,30,0,1,38,Private
9,1,0,5,4,0,0,0,56,0,0,55,Private
13,0,5,2,0,1,7298,0,45,0,1,35,Private
11,1,2,5,0,0,0,2238,40,0,0,43,Private
8,2,2,3,0,1,0,0,40,0,0,51,Federal-gov
8,0,5,2,0,1,0,0,84,0,0,50,Private
8,2,6,1,0,1,0,0,40,0,0,28,Private
8,2,1,1,0,1,0,0,40,0,0,19,Private
7,0,9,2,0,1,0,0,40,0,0,27,Private
8,0,10,2,4,1,0,0,40,0,1,46,Private
9,2,6,1,4,1,0,0,16,0,0,19,Private
9,0,9,2,0,1,0,0,60,0,0,40,Self-emp-not-inc
13,0,5,0,4,0,0,0,36,0,1,44,Local-gov
9,2,5,3,3,0,0,0,35,0,0,23,Private
8,0,1,2,0,1,0,0,40,0,1,28,Self-emp-not-inc
14,1,5,3,0,1,0,0,60,0,0,49,Private
14,0,4,2,0,1,0,0,40,0,1,50,Private
9,1,7,1,4,1,0,0,40,0,0,44,Private
8,2,1,3,0,1,0,0,40,0,0,28,Self-emp-inc
8,0,1,2,0,1,0,0,40,0,1,43,Private
8,1,6,3,0,1,2174,0,40,0,0,51,Private
9,0,3,2,0,1,0,2174,35,0,1,81,Self-emp-inc
13,0,8,2,0,1,0,0,40,12,1,46,Private
13,0,3,2,0,1,0,0,40,0,1,60,Private
13,0,4,2,0,1,0,1902,50,0,1,42,Private
6,2,9,4,0,1,0,0,40,20,0,22,Private
13,2,5,3,0,1,0,0,30,0,0,25,Local-gov
9,2,2,1,0,1,0,0,22,0,0,20,Private
8,3,1,5,0,1,0,0,35,0,0,29,Private
8,3,8,3,0,0,8614,0,60,0,1,40,Private
6,0,1,2,0,1,0,0,40,21,0,36,Private
8,2,3,5,0,0,0,0,40,0,0,19,Private
13,0,12,2,0,1,0,1902,50,0,1,51,Private
11,0,4,2,0,1,0,0,45,0,1,53,Private
8,0,9,2,0,1,2635,0,60,0,0,59,Self-emp-not-inc
9,2,2,3,0,0,0,0,30,0,0,20,Private
8,1,7,3,0,1,0,0,40,0,0,42,Private
8,1,2,5,0,0,0,0,35,0,0,38,Private
8,0,2,2,0,1,0,0,40,0,0,60,Local-gov
4,2,2,1,0,0,0,0,50,20,0,19,Private
9,1,3,3,0,0,7262,0,30,0,1,74,Private
8,0,7,2,0,1,0,2002,43,0,0,30,Private
13,0,3,2,0,1,0,0,40,0,0,24,Private
9,5,4,5,0,0,0,0,41,0,0,37,Private
5,0,7,2,0,1,0,0,40,9,0,44,Private
11,0,9,2,0,1,0,0,75,0,0,26,Self-emp-not-inc
8,0,0,2,4,1,0,0,40,0,1,46,Private
8,0,1,2,0,1,0,0,45,0,0,22,Private
8,2,7,3,0,1,0,0,40,0,0,28,Private
14,0,5,2,0,1,0,1887,45,0,1,46,Private
8,2,3,3,0,0,0,0,20,0,0,19,Private
8,1,9,3,0,1,0,0,50,0,0,36,Private
15,3,11,5,0,0,0,0,30,32,0,60,Private
8,1,8,3,0,0,0,1741,40,0,0,51,Self-emp-inc
13,0,4,2,0,1,0,0,60,0,1,42,Self-emp-inc
8,2,2,3,4,0,0,0,35,0,0,22,Private
13,0,2,2,0,1,0,0,30,0,0,23,Private
12,5,1,3,0,1,0,0,20,0,0,65,Private
2,0,9,2,0,1,0,0,55,0,0,54,Self-emp-not-inc
8,2,8,3,0,1,0,0,40,0,0,37,Private
13,0,4,2,0,1,7298,0,40,0,1,41,State-gov
13,0,5,2,0,1,0,0,55,0,1,37,Private
8,2,8,3,0,0,0,1590,50,0,0,33,Private
9,0,7,2,0,1,0,0,40,0,0,42,Private
13,0,5,2,0,1,0,0,40,0,1,36,Local-gov
14,2,5,3,0,0,0,0,40,0,0,46,Private
5,0,10,2,0,1,0,0,40,0,0,33,Private
5,2,1,4,0,1,0,0,24,14,0,26,Private
13,0,3,2,0,1,0,0,50,0,1,39,Self-emp-inc
8,5,2,5,4,0,0,0,35,28,0,37,Private
14,0,5,0,0,0,0,0,50,0,1,37,Local-gov
13,0,5,0,0,0,4386,0,20,0,1,28,Private
13,2,5,3,0,0,0,0,50,0,1,25,Local-gov
9,2,4,3,0,0,0,0,40,0,0,28,Private
6,2,2,1,0,0,0,0,13,0,0,17,Private
8,0,1,2,0,1,0,0,40,0,0,40,Private
3,0,9,2,0,1,0,0,40,20,0,30,Private
13,0,5,2,0,1,7298,0,50,0,1,31,Private
9,1,4,5,0,0,0,0,40,0,0,50,Private
8,0,2,2,0,1,0,0,40,0,0,26,State-gov
8,2,8,3,1,0,0,0,35,37,0,36,Private
2,0,2,2,0,1,0,0,40,20,0,25,Private
13,2,7,3,0,1,0,0,65,0,0,24,Private
8,2,8,3,4,0,2993,0,40,0,0,65,Private
8,2,7,5,4,1,0,0,45,0,0,25,Private
9,0,5,2,0,1,0,0,40,0,0,28,Private
9,2,8,4,0,1,0,0,25,0,0,26,State-gov
7,2,1,1,0,1,0,0,47,0,0,19,Private
8,2,3,1,0,1,0,0,40,0,0,33,Private
8,0,8,2,0,1,0,0,40,0,1,25,Private
12,0,1,2,4,1,0,0,50,0,0,49,Private
15,0,5,2,0,1,0,0,55,4,0,35,Federal-gov
14,2,5,3,0,0,0,0,40,0,0,30,Local-gov
8,2,1,3,0,1,0,0,40,0,0,58,Private
11,0,5,0,0,0,3103,0,40,0,1,24,Private
8,3,3,5,0,0,0,0,55,0,0,50,Private
8,3,6,5,4,0,0,0,40,0,0,33,Private
9,2,8,5,4,0,0,0,40,0,0,30,Private
8,2,3,3,0,0,0,0,35,0,0,25,Private
8,3,6,5,0,1,0,0,40,0,0,41,State-gov
13,2,5,3,0,1,0,0,40,0,0,30,Federal-gov
13,0,5,2,0,1,0,0,40,0,1,42,Private
9,5,3,5,2,1,0,1602,40,0,0,33,Private
14,0,8,0,0,0,0,0,40,0,1,50,Private
9,1,7,3,0,1,0,0,40,0,0,35,Private
8,4,4,3,0,1,0,0,40,0,0,63,Private
13,0,4,2,0,1,0,0,55,0,1,58,Self-emp-not-inc
13,0,3,2,0,1,0,0,50,0,0,44,Self-emp-not-inc
8,1,1,4,0,1,0,0,40,0,0,33,Private
9,2,6,5,4,0,0,0,48,0,0,39,Private
11,2,4,3,0,1,0,0,40,0,0,25,Private
13,0,4,2,0,1,0,0,47,0,1,43,Private
11,2,7,1,1,1,0,0,40,0,0,52,Private
9,2,3,1,0,1,0,0,42,0,0,27,Private
13,0,5,2,0,1,0,0,40,0,1,56,Private
8,0,5,2,0,1,0,0,60,12,0,49,Self-emp-not-inc
13,0,3,2,0,1,0,0,50,0,1,36,Private
9,1,8,5,0,0,0,0,20,0,0,31,Private
8,2,7,3,0,1,0,0,40,0,0,23,Private
14,0,4,2,0,1,0,0,40,0,1,57,Local-gov
8,2,2,3,4,0,0,0,96,0,0,43,Private
11,0,4,2,0,1,0,0,42,0,1,58,Private
9,0,8,0,0,0,0,0,40,0,0,51,Private
5,0,1,2,0,1,0,0,40,0,0,39,Self-emp-not-inc
14,0,4,2,0,1,0,0,40,0,1,50,Private
14,0,5,2,0,1,0,0,43,0,0,45,Private
8,2,1,5,4,1,0,0,40,0,0,29,Private
9,2,1,1,0,1,0,0,40,0,0,21,Self-emp-inc
11,0,3,2,0,1,0,0,60,0,1,48,Private
9,0,5,2,0,1,4064,0,46,0,0,37,Private
14,2,5,3,0,1,0,0,55,9,1,29,Private
8,0,10,2,0,1,0,0,60,0,1,54,Private
12,0,5,2,0,1,0,0,40,0,0,56,Self-emp-not-inc
5,0,2,0,0,0,0,0,40,0,0,35,Private
8,2,6,1,0,1,1055,0,40,0,0,18,Private
3,0,1,2,0,1,0,0,40,21,1,29,Private
13,0,3,0,0,0,0,0,45,0,0,25,Private
8,0,3,2,0,1,0,0,60,0,0,60,Self-emp-not-inc
8,1,8,5,0,0,0,0,40,0,0,29,Private
8,1,3,3,0,1,0,0,40,0,0,29,Private
12,0,12,2,0,1,0,0,40,0,0,44,Private
14,2,12,3,0,0,0,0,40,0,0,39,State-gov
8,0,1,2,0,1,0,0,60,0,0,22,Private
8,3,6,1,0,0,0,1594,25,0,0,27,Private
11,0,2,2,0,1,0,0,35,0,0,37,State-gov
13,0,6,0,1,0,0,0,37,15,0,39,Private
13,2,6,1,0,1,0,0,30,0,0,22,Private
9,2,2,3,0,0,0,0,30,0,0,22,Private
9,0,9,2,0,1,0,0,60,0,0,51,Private
6,0,1,2,0,1,0,0,50,0,0,40,Private
8,1,7,1,0,0,0,0,40,0,0,61,Private
2,0,7,2,0,1,0,0,48,20,0,38,Private
9,0,1,2,0,1,0,0,40,0,0,20,Private
8,0,2,2,0,1,0,0,32,0,0,65,Private
8,0,9,2,0,1,0,0,40,0,0,67,Self-emp-not-inc
13,1,5,3,0,1,27828,0,35,0,1,38,Self-emp-not-inc
10,0,5,2,0,1,0,0,40,0,1,34,Private
13,0,5,2,0,1,0,0,45,0,0,30,State-gov
8,2,1,1,0,1,0,0,40,0,0,48,Private
14,0,1,2,0,1,0,0,30,0,0,72,Self-emp-not-inc
8,2,2,3,1,1,0,0,60,11,0,27,Private
13,0,5,2,0,1,0,0,40,0,1,38,Local-gov
5,0,1,4,0,1,0,0,48,0,0,26,Private
8,5,6,3,0,1,0,0,40,0,0,46,Private
8,1,8,4,0,0,0,0,40,0,0,27,Private
9,0,4,2,0,1,0,0,50,0,1,39,Private
13,2,1,3,0,1,0,0,40,0,0,29,Private
8,0,1,2,0,1,0,0,40,0,0,40,Private
9,2,4,3,0,1,0,0,50,31,0,37,Private
13,0,4,2,0,1,0,0,40,0,1,62,Private
8,5,2,3,1,0,0,0,40,10,0,28,Private
14,2,5,3,0,1,8614,0,33,0,1,44,Local-gov
8,0,8,2,0,1,0,0,40,0,0,39,Private
12,0,4,2,0,1,0,0,45,0,0,39,Private
8,2,9,1,0,1,0,0,25,0,0,18,Self-emp-inc
13,0,5,2,0,1,0,0,40,0,1,34,State-gov
7,0,1,2,0,1,0,0,40,0,1,53,Private
8,0,1,2,0,1,0,0,40,0,0,30,Private
8,2,1,1,0,1,0,0,20,0,0,27,Federal-gov
9,2,8,4,4,1,0,0,40,0,0,28,Private
9,2,8,1,0,1,0,0,10,0,0,21,Private
14,2,5,3,0,0,0,0,40,0,0,26,State-gov
13,0,4,2,0,1,0,0,40,0,0,62,Private
13,0,0,2,0,1,0,0,40,0,0,32,Private
9,0,5,2,0,1,0,0,50,0,0,63,Private
9,0,12,2,0,1,0,0,40,0,0,56,Local-gov
8,0,1,2,0,1,0,0,55,0,0,32,Private
9,1,8,3,0,0,0,0,40,0,0,39,Private
13,2,1,3,4,1,0,0,40,0,0,26,Private
13,2,3,3,0,1,0,0,60,0,0,49,Self-emp-inc
9,0,1,2,2,1,0,0,50,0,1,39,Self-emp-not-inc
8,0,3,2,0,1,5013,0,40,0,0,49,Private
8,1,8,5,0,0,0,0,40,0,0,57,Federal-gov
9,0,1,2,0,1,0,0,40,0,1,52,Private
9,1,10,5,0,1,0,0,35,2,0,44,Private
8,0,1,2,0,1,0,0,50,21,0,42,Private
8,2,1,3,0,1,0,0,40,0,0,25,Private
8,2,0,1,0,1,0,0,40,0,0,29,Private
8,1,8,3,0,0,0,0,40,0,0,46,Private
9,2,2,1,0,0,0,0,15,0,0,21,Private
4,0,4,2,4,1,0,0,40,0,0,56,Self-emp-inc
11,0,7,2,0,1,0,0,40,0,0,27,Private
10,0,5,2,0,1,0,0,50,0,1,40,Self-emp-inc
8,0,1,2,0,1,0,0,40,0,1,33,Private
8,2,6,1,0,1,0,0,40,0,0,53,Private
8,0,1,2,0,1,0,0,40,0,1,53,Private
8,2,2,1,0,1,0,0,35,0,0,19,Private
8,2,2,1,0,0,0,0,12,20,0,18,Private
12,5,4,3,0,0,0,0,47,0,0,57,Private
4,2,7,1,0,1,0,0,40,21,0,28,Private
13,2,4,1,0,0,0,0,35,0,0,24,Private
13,2,8,3,0,0,0,0,40,0,0,57,Private
13,0,5,2,0,1,15024,0,44,0,1,52,Private
13,1,0,3,0,0,0,0,40,0,0,26,Private
4,0,9,2,0,1,0,0,30,0,0,55,Self-emp-not-inc
9,0,4,0,0,0,0,0,36,0,0,40,Local-gov
8,0,1,2,0,1,0,0,40,0,0,39,Private
8,1,3,1,0,0,0,0,40,0,0,37,Self-emp-not-inc
8,0,5,2,4,1,0,0,60,0,0,59,Private
12,0,1,2,0,1,0,0,40,0,0,54,Self-emp-inc
8,0,5,2,0,1,0,0,50,0,0,53,Private
8,1,3,5,0,0,0,0,40,0,0,37,Private
9,2,8,5,0,0,0,0,15,0,0,23,Federal-gov
8,0,1,2,4,1,0,0,40,0,1,44,Private
10,2,5,3,0,1,0,0,40,0,0,30,Private
6,1,2,3,0,0,0,0,40,0,1,66,Self-emp-not-inc
8,0,5,2,0,1,0,0,40,0,0,44,Private
8,0,7,2,0,1,0,0,40,24,0,48,Private
9,1,7,1,0,1,0,0,40,0,0,39,Private
8,2,2,1,0,0,0,0,32,0,0,19,Private
9,2,5,1,0,0,14084,0,20,0,1,19,Private
8,0,1,2,0,1,0,0,50,0,1,55,Private
9,2,5,1,0,1,0,0,40,0,0,22,Private
8,3,5,3,0,1,0,0,55,0,0,32,Private
9,3,1,4,1,1,0,0,40,15,0,52,Private
3,0,7,2,2,1,0,0,40,0,0,45,Private
3,3,1,3,0,1,0,0,40,0,0,54,Private
13,0,3,2,1,1,0,1485,40,34,1,53,Private
8,0,10,2,0,1,0,0,60,0,0,61,Private
8,1,1,3,0,1,0,0,47,0,0,52,Private
12,2,2,3,0,1,0,0,45,0,0,41,Private
8,2,8,3,0,0,0,0,40,0,0,28,Private
3,0,6,0,0,0,0,0,10,17,0,72,Private
8,2,0,3,0,0,2354,0,40,0,0,31,Private
12,1,2,4,1,0,0,0,40,6,0,57,Private
8,2,8,1,0,1,0,0,65,0,0,36,Private
5,2,6,1,0,1,0,0,40,0,0,22,Private
8,0,7,2,0,1,0,0,45,0,0,25,Private
15,1,5,3,1,1,0,0,40,7,1,46,Private
12,0,1,2,0,1,0,0,65,0,0,41,Self-emp-not-inc
4,1,2,5,0,0,0,0,40,0,0,62,Federal-gov
8,1,4,3,0,0,0,0,40,0,0,55,Private
9,0,5,2,0,1,0,0,40,0,1,43,Private
13,0,4,2,0,1,0,0,45,0,1,40,Private
8,2,1,1,0,1,0,0,36,0,0,25,Self-emp-not-inc
8,2,7,3,4,1,14344,0,40,0,1,40,Private
8,1,10,1,0,1,0,0,40,0,0,36,Private
8,2,2,1,0,0,0,0,40,0,0,30,Private
8,2,2,5,4,1,0,0,40,0,0,19,Private
13,0,5,2,0,1,0,0,45,38,0,34,Private
12,3,8,1,0,0,594,0,40,0,0,39,Private
8,0,1,2,0,1,0,0,40,0,1,38,Private
8,1,12,5,4,1,1506,0,40,0,0,41,Federal-gov
8,4,8,3,0,0,0,0,40,0,0,59,State-gov
8,1,7,3,0,1,0,0,50,0,0,24,Self-emp-not-inc
8,0,1,2,0,1,0,1887,40,0,1,40,Private
5,1,3,5,0,0,0,0,35,0,0,46,Private
8,0,12,2,4,1,0,0,50,0,1,26,Local-gov
12,1,6,3,0,0,0,0,35,0,0,40,Private
8,0,7,2,0,1,0,0,44,0,1,43,Private
9,0,6,2,0,1,0,0,40,0,1,34,Private
9,0,4,2,0,1,0,0,50,0,1,37,Self-emp-inc
14,0,0,2,1,1,0,1887,45,11,1,41,Private
12,0,8,0,0,0,0,0,40,0,0,24,Private
14,0,5,2,0,1,7688,0,40,0,1,62,Local-gov
9,2,2,1,4,0,0,0,35,0,0,34,Private
13,0,0,2,0,1,0,0,40,0,1,26,Private
9,0,10,2,4,1,0,0,60,0,0,66,Self-emp-not-inc
12,0,1,2,0,1,7688,0,45,0,1,28,Private
9,0,1,2,0,1,3137,0,70,5,0,30,Local-gov
8,0,3,2,0,1,0,0,45,0,1,56,Private
4,2,1,1,0,1,0,0,54,0,0,22,Private
9,2,8,1,0,0,0,0,20,0,0,21,State-gov
9,0,4,2,0,1,0,1902,40,0,0,51,Private
8,4,7,3,4,0,0,0,40,0,0,59,Private
6,1,3,3,0,1,0,0,50,0,0,56,Private
13,2,2,1,0,0,0,0,30,0,0,24,Private
8,2,6,4,0,1,0,0,20,0,0,28,Private
13,0,5,2,0,1,0,0,40,0,0,60,State-gov
9,2,7,1,0,1,0,0,48,0,0,27,Private
8,2,10,1,4,0,0,0,20,0,0,22,Local-gov
8,2,10,1,0,1,0,0,30,0,0,20,Private
11,2,8,3,0,1,0,0,38,0,0,44,Private
4,1,4,5,0,0,0,0,40,0,0,30,Private
14,0,5,2,1,1,0,0,40,0,1,53,Private
14,0,0,2,0,1,0,0,50,0,1,37,Federal-gov
9,0,12,2,0,1,0,0,40,0,1,28,Local-gov
9,2,1,4,2,1,0,0,30,0,0,40,Private
8,2,6,5,0,1,0,0,40,0,0,22,Private
14,0,5,2,0,1,0,0,41,0,1,34,Local-gov
8,2,1,1,0,1,0,0,40,0,0,36,Private
8,2,2,5,0,0,0,0,30,0,0,19,Private
9,2,1,1,0,1,0,1980,80,0,0,32,Self-emp-not-inc
13,0,8,2,0,1,7688,0,50,0,1,45,Private
7,0,7,2,0,1,0,0,40,0,0,33,Private
3,0,2,2,0,1,0,0,35,0,0,69,Self-emp-not-inc
8,2,7,3,4,0,0,0,40,0,0,32,Private
8,0,1,2,0,1,4508,0,40,0,0,59,Private
13,1,5,3,0,0,0,0,50,0,1,53,Private
10,0,5,2,1,1,99999,0,60,15,1,60,Federal-gov
13,0,8,0,0,0,0,0,40,0,0,30,Private
5,2,1,3,4,0,0,0,50,0,0,32,Private
9,0,1,2,0,1,0,0,70,0,0,56,Self-emp-not-inc
14,3,1,3,0,1,99999,0,40,0,1,30,State-gov
9,0,1,2,0,1,0,0,45,17,1,43,Private
10,0,5,2,0,1,0,0,40,0,1,54,State-gov
9,2,12,1,0,1,0,0,40,0,0,23,Local-gov
6,2,2,1,0,0,0,0,4,0,0,18,Private
9,1,10,5,0,1,0,0,40,0,0,47,Private
8,0,1,2,0,1,0,0,38,0,0,39,Private
8,0,9,2,0,1,0,0,20,0,0,56,Private
5,2,3,3,0,0,0,0,30,20,0,20,Private
13,2,3,3,0,1,0,0,50,0,0,29,Private
8,0,1,2,0,1,0,0,40,0,1,57,Self-emp-inc
8,1,6,3,0,0,0,0,40,0,0,28,Private
13,2,5,3,0,0,0,0,40,0,0,38,State-gov
9,2,3,3,0,1,0,0,40,0,0,24,Private
9,0,5,2,0,1,2829,0,42,0,0,23,Private
15,1,5,3,0,0,0,0,45,0,1,51,Local-gov
8,2,6,1,4,0,0,0,40,0,0,25,Private
14,0,4,2,0,1,0,0,50,0,1,45,Private
9,2,2,1,0,1,0,0,30,0,0,42,Private
14,0,8,0,0,0,0,1902,40,0,1,42,Federal-gov
9,2,3,3,0,0,0,0,25,0,0,24,Private
9,0,2,0,0,0,0,0,12,0,1,34,Private
9,2,8,1,0,0,0,0,20,0,0,19,Private
9,0,3,2,0,1,0,0,40,0,0,54,Private
8,0,8,0,0,0,0,0,44,0,0,32,Private
8,2,3,3,0,1,0,0,40,0,0,32,Private
2,0,6,3,0,1,0,0,40,20,0,29,Private
8,2,8,3,0,0,0,0,30,0,0,20,Private
8,0,6,0,0,0,0,0,40,0,1,46,Private
3,0,1,2,0,1,0,0,40,0,0,54,Private
12,0,1,2,1,1,0,0,40,7,1,33,Private
9,2,12,3,4,1,0,0,40,0,0,31,Local-gov
11,0,12,2,0,1,0,0,99,0,1,37,Local-gov
8,2,4,3,0,0,0,0,50,0,0,32,Private
8,1,6,1,0,1,0,0,40,0,0,39,Private
13,2,5,3,0,1,0,0,35,0,1,48,Self-emp-not-inc
9,1,3,5,4,0,0,1138,40,14,0,32,Private
14,1,4,5,0,0,0,0,40,0,0,51,Local-gov
13,0,3,2,0,1,0,0,50,0,1,40,Private
8,3,1,3,0,1,0,1669,50,0,0,39,Self-emp-not-inc
13,0,5,2,0,1,0,0,50,0,1,52,Private
8,2,10,5,4,1,0,0,40,0,0,53,Private
8,0,4,2,0,1,0,0,48,0,1,49,Private
12,0,1,2,0,1,0,0,40,17,0,28,Private
14,0,3,2,0,1,0,0,60,0,0,43,Self-emp-not-inc
8,2,2,5,0,0,0,0,40,0,0,31,Private
3,0,1,2,0,1,0,0,40,0,0,53,Private
8,1,2,3,0,0,0,0,16,0,0,48,Private
8,0,2,2,0,1,0,0,40,0,0,30,Local-gov
8,0,6,2,4,1,0,0,40,0,0,33,Private
8,4,8,5,4,0,0,0,35,0,0,52,Private
8,0,12,1,0,1,0,0,40,0,1,44,Local-gov
9,2,2,5,0,0,0,0,30,8,0,24,Private
6,2,3,1,0,0,0,0,12,0,0,18,Private
8,3,1,3,0,1,0,0,2,16,0,46,Private
15,0,5,2,1,1,0,0,40,11,0,36,State-gov
