@relation adult.test_income_AM3-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L<50k-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L>50k-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R4

@attribute Age numeric
@attribute Workclass {0,1,2,3,4,5,6,7}
@attribute Education {13,9,6,8,10,11,12,4,3,7,14,1,5,15,2,0}
@attribute Marital-status {0,1,2,3,4,5,6}
@attribute Occupation {0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Relationship {0,1,2,3,4,5}
@attribute Race {0,1,2,3,4}
@attribute Sex {0,1}
@attribute Capital-gain numeric
@attribute Capital-loss numeric
@attribute Hours-per-week numeric
@attribute Native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}
@attribute Income {<=50K,>50K}

@data
50,0,8,1,2,3,0,0,0,0,45,0,<=50K
45,4,15,2,5,3,0,0,0,0,40,0,>50K
28,0,14,0,3,2,0,1,0,0,40,0,<=50K
43,2,13,5,3,5,0,0,0,0,42,0,<=50K
65,4,9,1,8,3,0,0,2964,0,35,0,<=50K
29,3,12,2,5,3,0,0,0,0,40,0,<=50K
21,0,11,2,2,4,0,1,0,0,15,0,<=50K
56,3,8,1,5,3,0,1,0,0,40,0,<=50K
21,0,9,2,12,1,0,1,2907,0,30,0,<=50K
42,1,9,0,9,2,0,1,0,0,70,0,<=50K
29,0,5,0,1,2,0,1,0,0,40,0,<=50K
30,0,8,0,1,2,0,1,0,0,45,0,<=50K
47,3,12,0,8,2,0,1,0,0,40,0,<=50K
48,0,8,4,1,3,0,0,0,0,60,0,>50K
34,0,8,2,1,1,0,1,0,0,40,0,<=50K
31,0,9,2,2,3,0,0,0,0,20,0,<=50K
32,0,9,2,2,3,0,0,0,2001,25,0,<=50K
26,0,8,2,3,3,0,0,0,0,38,0,<=50K
34,0,8,2,1,3,0,1,2202,0,99,0,<=50K
41,3,11,0,12,2,0,1,0,0,92,0,<=50K
26,0,9,2,8,4,1,1,0,0,60,7,<=50K
23,0,9,2,8,1,4,0,0,0,40,0,<=50K
35,0,12,1,1,3,0,1,0,0,50,0,<=50K
43,0,13,1,3,5,0,0,0,0,50,0,<=50K
35,0,13,2,5,3,0,1,0,0,50,0,<=50K
60,0,9,1,0,3,0,0,6849,0,50,0,<=50K
20,0,8,2,3,1,0,0,0,0,30,0,<=50K
44,0,14,3,4,3,0,1,0,2559,40,0,>50K
20,0,8,1,2,5,0,0,0,0,25,0,<=50K
33,1,12,1,0,5,4,1,0,0,50,0,<=50K
35,0,12,0,8,2,0,1,15024,0,40,16,>50K
26,0,14,2,4,3,0,0,0,0,40,0,<=50K
53,0,13,0,5,0,0,0,0,0,48,0,>50K
58,0,13,1,8,3,0,1,3325,0,40,0,<=50K
36,0,8,5,5,5,0,0,0,0,40,0,>50K
30,0,9,0,1,2,0,1,0,0,40,0,<=50K
19,0,8,0,3,2,0,1,3781,0,40,0,<=50K
39,5,13,0,4,2,0,1,0,0,40,0,<=50K
30,0,8,0,8,2,0,1,0,0,50,0,<=50K
45,0,9,1,0,5,0,0,0,0,40,0,<=50K
42,0,14,0,5,2,1,1,0,0,40,27,>50K
44,0,8,1,3,5,4,0,0,0,40,0,<=50K
18,0,9,2,4,3,4,1,0,0,40,0,<=50K
44,1,13,0,1,2,0,1,0,0,50,0,>50K
30,0,8,1,2,5,0,0,0,0,40,0,<=50K
29,0,8,2,7,5,4,0,0,0,40,0,<=50K
21,0,8,0,6,2,0,1,0,0,40,0,<=50K
28,0,9,3,8,5,4,0,0,0,30,0,<=50K
32,0,8,0,10,2,4,1,0,0,50,0,<=50K
65,0,13,1,5,3,0,0,0,0,35,0,<=50K
59,0,9,0,10,2,0,1,0,0,74,0,>50K
39,0,9,1,8,5,0,0,0,0,24,0,<=50K
38,1,10,2,5,3,0,1,0,0,60,0,>50K
49,1,8,1,10,3,0,1,0,0,70,0,<=50K
36,0,13,2,5,3,0,0,0,0,45,5,<=50K
43,0,9,0,5,2,0,1,0,0,40,0,>50K
24,1,13,2,3,3,0,1,0,0,50,0,<=50K
34,5,8,0,12,2,0,1,0,0,40,0,>50K
42,0,13,0,5,2,0,1,0,0,50,0,>50K
47,0,14,0,5,0,0,0,0,0,40,0,>50K
49,0,8,0,4,2,0,1,0,0,72,0,<=50K
46,0,8,0,4,2,0,1,3103,0,50,0,>50K
26,1,9,2,9,3,0,1,0,0,40,0,<=50K
63,0,8,0,1,2,0,1,0,0,48,0,<=50K
33,0,8,2,10,3,0,1,0,0,60,0,<=50K
23,0,9,2,3,3,0,1,0,0,35,0,<=50K
45,0,2,5,2,3,0,1,0,0,40,26,<=50K
37,3,9,2,8,3,4,0,0,0,40,0,<=50K
29,0,8,0,8,0,0,0,0,0,40,32,<=50K
30,5,9,2,5,3,0,0,0,0,40,0,<=50K
37,1,9,0,1,2,0,1,0,0,40,0,>50K
42,1,14,0,4,2,0,1,0,0,50,0,>50K
36,3,13,2,4,3,0,0,0,0,40,0,<=50K
62,0,8,4,1,5,4,0,0,0,40,0,<=50K
74,0,8,4,2,3,0,0,0,0,12,0,<=50K
57,0,13,0,4,2,0,1,0,1977,40,5,>50K
61,0,13,0,7,2,0,1,0,0,40,0,>50K
61,0,8,1,3,3,0,0,0,0,38,0,<=50K
32,0,6,2,9,5,0,1,0,0,50,0,<=50K
36,0,9,2,0,5,0,0,0,0,40,0,<=50K
35,0,9,2,1,3,0,1,0,0,40,0,<=50K
48,0,9,0,7,2,0,1,0,0,40,0,<=50K
46,0,9,0,8,2,0,1,0,0,40,0,>50K
44,0,8,0,2,2,1,1,0,2377,35,39,<=50K
42,0,12,0,10,2,0,1,0,0,45,0,>50K
42,5,13,1,5,5,0,0,0,0,40,0,<=50K
53,4,11,0,0,2,0,1,0,0,45,0,>50K
46,0,11,0,3,2,0,1,15024,0,45,0,>50K
27,0,8,0,10,2,4,1,0,0,40,0,<=50K
32,0,8,1,8,5,0,0,0,0,40,0,<=50K
72,1,3,0,9,2,0,1,0,0,50,0,<=50K
32,1,15,0,5,2,0,1,0,0,35,0,>50K
44,0,10,0,5,2,0,1,99999,0,60,0,>50K
43,1,12,0,3,2,0,1,0,1887,45,0,>50K
29,0,8,0,8,2,0,1,0,0,48,0,>50K
30,0,9,2,1,3,0,1,0,0,40,0,<=50K
36,5,4,0,1,2,4,1,0,0,40,0,<=50K
66,0,8,2,0,3,0,0,0,0,15,0,<=50K
37,0,13,0,3,2,0,1,0,0,50,0,<=50K
24,4,9,0,8,0,0,0,0,0,40,0,<=50K
68,0,8,0,2,2,0,1,0,0,40,0,<=50K
48,1,9,0,2,0,0,0,0,0,60,0,<=50K
31,0,2,0,1,2,0,1,0,0,40,36,<=50K
19,2,8,2,2,1,0,1,0,0,6,0,<=50K
41,0,9,0,3,2,0,1,0,0,40,0,>50K
23,0,8,0,1,4,0,1,0,0,40,0,<=50K
21,0,8,2,4,3,0,0,0,0,40,0,<=50K
57,1,8,0,1,2,0,1,0,0,60,0,<=50K
21,0,8,2,7,3,0,1,0,0,40,0,<=50K
22,0,9,0,9,2,0,1,0,0,20,0,<=50K
30,0,8,0,4,2,0,1,5178,0,40,0,>50K
39,0,9,2,1,1,0,1,0,0,40,0,<=50K
26,0,8,1,8,3,0,1,0,0,40,0,<=50K
52,0,8,0,10,2,4,1,0,0,99,0,<=50K
49,0,13,0,3,2,1,1,0,0,50,8,>50K
54,4,6,4,12,5,4,0,0,0,40,0,<=50K
53,0,7,0,2,2,0,1,0,0,40,0,<=50K
38,0,8,0,7,2,0,1,0,0,40,17,<=50K
23,0,9,2,2,1,0,1,0,0,40,0,<=50K
37,0,3,1,3,5,0,0,0,0,44,0,<=50K
52,0,13,1,5,5,0,0,0,0,40,0,>50K
41,0,13,2,5,3,0,0,0,0,45,0,<=50K
54,0,9,0,8,0,0,0,0,0,40,0,<=50K
36,0,13,0,5,2,0,1,0,0,55,0,>50K
48,0,14,1,4,3,0,1,0,0,40,0,<=50K
26,0,12,2,6,4,0,1,0,0,28,0,<=50K
47,1,9,0,3,2,0,1,0,0,40,0,<=50K
43,2,8,2,5,5,0,0,0,0,35,0,<=50K
34,2,8,0,4,2,0,1,0,0,50,0,<=50K
38,0,13,0,4,2,0,1,0,0,50,0,<=50K
33,0,8,0,8,2,0,1,0,0,40,0,<=50K
20,0,8,1,7,3,0,1,0,0,40,0,<=50K
37,0,8,0,1,2,0,1,0,0,40,0,>50K
33,0,8,3,2,3,0,0,0,0,40,5,<=50K
46,1,5,3,4,5,0,0,0,0,15,26,<=50K
31,0,9,0,2,4,1,1,0,0,30,15,<=50K
39,0,13,0,4,2,0,1,0,0,70,0,>50K
48,0,13,1,5,3,0,1,0,2231,30,0,>50K
34,5,5,0,1,2,0,1,0,0,40,0,>50K
30,0,8,2,1,3,0,1,0,0,44,0,<=50K
35,0,9,0,3,2,0,1,0,0,50,0,<=50K
21,0,8,2,1,1,0,1,0,0,40,0,<=50K
29,0,8,1,1,3,0,1,0,0,50,0,<=50K
35,5,8,2,12,1,0,1,0,1980,40,0,<=50K
29,0,6,0,2,2,0,1,0,0,40,0,<=50K
34,3,8,1,8,3,0,0,0,0,40,0,<=50K
36,0,8,1,2,5,0,0,0,0,40,0,<=50K
24,0,8,0,4,0,2,0,0,0,45,0,<=50K
33,0,13,0,4,2,0,1,0,1902,60,0,>50K
21,0,8,2,10,3,0,1,0,0,40,0,<=50K
48,0,9,3,1,5,0,1,1506,0,40,14,<=50K
53,0,8,0,1,2,0,1,0,0,40,0,<=50K
18,0,8,2,2,3,0,1,0,0,30,0,<=50K
17,0,6,2,8,1,0,0,0,0,15,0,<=50K
18,0,8,2,3,1,0,0,0,0,19,0,<=50K
21,0,11,2,5,3,0,0,0,0,36,0,<=50K
20,0,8,0,6,2,0,1,0,0,40,0,<=50K
24,0,9,0,3,2,0,1,7298,0,60,0,>50K
46,0,9,1,0,3,0,0,0,0,38,0,<=50K
39,0,10,1,5,3,0,1,0,0,45,0,>50K
36,2,8,0,9,2,0,1,0,0,80,0,<=50K
22,0,8,2,1,3,0,1,0,0,45,0,<=50K
59,0,13,0,5,2,0,1,0,0,44,0,>50K
57,4,14,0,4,2,4,1,0,0,40,0,>50K
48,3,8,1,2,5,0,1,0,0,40,0,<=50K
58,0,8,2,11,3,0,1,0,1719,40,0,<=50K
31,0,8,0,7,4,1,1,0,1902,40,11,<=50K
56,3,13,2,8,3,0,0,0,0,60,0,<=50K
37,0,8,0,10,2,0,1,0,0,40,0,<=50K
47,4,13,0,8,0,0,0,7688,0,40,0,>50K
20,0,9,2,3,3,0,0,0,0,20,0,<=50K
31,0,5,1,7,3,0,1,0,0,40,0,<=50K
43,0,2,5,11,4,0,0,0,0,40,36,<=50K
21,0,9,2,8,1,0,0,0,0,12,0,<=50K
38,0,9,2,1,3,0,1,0,1876,40,0,<=50K
26,0,8,2,2,3,0,0,0,0,30,0,<=50K
60,1,4,0,10,2,0,1,0,0,70,0,<=50K
28,0,9,0,3,2,0,1,0,0,40,0,<=50K
22,0,9,2,3,1,4,0,0,0,16,0,<=50K
29,1,11,0,0,2,0,1,0,0,60,0,<=50K
46,0,9,0,1,2,0,1,0,0,40,0,>50K
40,4,8,2,8,4,4,0,0,0,40,0,<=50K
43,0,9,0,3,2,0,1,0,0,55,0,<=50K
43,0,10,0,5,2,0,1,15024,0,50,0,>50K
47,1,8,2,2,3,0,0,0,1876,48,0,<=50K
35,0,12,0,1,2,0,1,3103,0,40,0,>50K
51,4,14,4,5,3,4,0,0,0,40,0,>50K
36,5,9,2,6,3,0,1,0,0,38,0,<=50K
44,0,12,2,5,3,4,1,0,0,40,0,<=50K
51,0,14,1,2,3,4,0,0,0,18,0,>50K
20,0,9,2,9,3,0,0,0,0,40,0,<=50K
46,0,14,1,4,5,0,0,0,0,8,0,<=50K
45,1,10,0,5,2,0,1,99999,0,60,0,>50K
24,0,13,2,10,1,0,1,0,0,20,0,<=50K
42,0,8,1,0,3,0,1,8614,0,40,20,>50K
19,0,8,2,6,3,4,1,0,0,37,0,<=50K
53,0,11,3,4,5,0,0,0,0,40,0,<=50K
33,0,9,0,1,0,0,0,0,0,40,0,<=50K
67,2,9,0,3,2,0,1,0,0,40,0,<=50K
39,0,9,0,3,2,0,1,0,0,50,0,>50K
17,0,5,2,3,1,0,0,0,0,20,0,<=50K
44,4,14,0,4,2,0,1,0,1887,60,0,>50K
42,0,8,1,8,5,0,0,0,0,40,0,<=50K
36,0,13,0,3,2,0,1,15024,0,65,0,>50K
32,0,8,0,1,2,0,1,0,0,40,0,<=50K
46,4,8,4,5,5,2,0,0,0,33,0,<=50K
46,0,9,1,3,5,0,1,0,0,50,0,<=50K
38,0,9,0,5,0,0,0,0,0,40,0,<=50K
50,1,14,0,4,2,0,1,0,0,60,0,>50K
73,1,15,0,4,2,0,1,1409,0,2,0,<=50K
41,2,10,0,5,2,1,1,99999,0,50,7,>50K
25,5,13,2,5,1,0,1,0,0,46,0,<=50K
24,0,6,2,6,1,0,1,0,0,39,0,<=50K
49,0,13,1,3,3,0,0,0,0,50,0,>50K
31,0,8,0,1,2,0,1,0,0,40,0,<=50K
29,0,8,0,1,2,2,1,0,0,65,0,<=50K
25,0,3,1,1,1,0,1,0,0,45,0,<=50K
20,4,9,2,1,3,0,1,0,0,10,0,<=50K
32,1,4,0,1,2,0,1,0,0,32,0,<=50K
47,0,2,1,3,4,0,0,0,0,32,20,<=50K
22,0,9,2,3,1,0,1,0,0,18,0,<=50K
32,0,13,0,4,0,0,0,0,1902,44,0,>50K
33,0,14,0,5,0,0,0,5178,0,10,0,>50K
51,4,9,4,2,5,0,0,0,0,40,0,<=50K
23,0,9,2,6,1,0,0,0,0,25,0,<=50K
31,0,9,0,1,2,0,1,0,0,40,0,<=50K
37,5,8,0,12,2,2,1,0,0,40,0,<=50K
34,0,8,0,4,2,0,1,0,0,45,0,<=50K
55,3,3,0,8,2,0,1,0,0,72,0,<=50K
21,0,9,2,8,1,0,0,0,0,20,0,<=50K
34,0,8,0,7,2,0,1,0,0,40,0,<=50K
59,0,15,2,5,3,0,1,0,0,50,0,<=50K
29,0,6,2,1,3,0,1,0,0,45,0,<=50K
39,5,9,0,3,2,0,1,0,0,40,0,<=50K
54,2,10,0,5,2,0,1,99999,0,40,0,>50K
37,0,13,0,4,2,4,1,0,0,40,0,>50K
45,0,13,2,5,3,0,1,0,0,40,0,<=50K
43,0,9,2,8,3,0,1,0,0,40,0,<=50K
45,0,13,1,8,3,1,0,0,0,40,15,<=50K
32,0,8,2,1,1,0,1,0,0,40,0,<=50K
19,0,3,2,7,4,0,1,0,0,40,0,<=50K
26,0,8,2,8,5,4,1,0,1380,40,0,<=50K
27,0,8,2,3,1,4,1,0,0,40,0,<=50K
21,5,9,2,2,1,0,0,0,0,11,0,<=50K
34,0,14,0,5,2,0,1,0,0,45,0,<=50K
24,4,8,5,7,5,0,0,2036,0,42,0,<=50K
52,0,8,1,2,3,0,0,2597,0,36,0,<=50K
18,0,7,2,3,4,0,0,0,0,16,0,<=50K
25,0,13,2,4,1,0,1,0,0,40,0,<=50K
57,0,5,2,2,3,0,1,0,0,40,0,<=50K
46,4,8,3,8,5,4,0,0,0,40,0,<=50K
36,0,12,0,8,0,4,0,0,0,40,0,<=50K
34,0,8,0,10,2,4,1,0,0,40,0,<=50K
33,0,5,2,9,3,0,1,0,0,40,0,<=50K
31,0,14,2,8,3,1,1,0,0,60,7,>50K
76,4,8,4,2,3,0,0,0,1668,40,0,<=50K
32,0,13,2,8,3,0,0,0,0,50,0,<=50K
20,0,8,2,1,1,0,1,0,0,40,0,<=50K
24,0,8,0,10,2,0,1,0,0,40,0,<=50K
31,0,8,0,4,2,0,1,7688,0,40,0,>50K
51,0,8,0,2,4,4,0,0,0,40,18,<=50K
29,0,14,0,4,2,0,1,0,0,40,0,>50K
64,5,13,2,4,3,0,0,0,0,40,0,<=50K
35,0,13,0,3,2,0,1,15024,0,45,0,>50K
67,0,8,4,2,3,0,0,0,0,15,0,<=50K
47,1,13,1,4,3,0,0,0,0,5,0,<=50K
53,3,13,0,12,2,0,1,0,0,40,0,>50K
28,1,8,2,4,1,0,1,0,0,40,0,<=50K
24,0,8,2,0,5,0,0,1831,0,40,0,<=50K
50,5,8,0,2,0,0,0,0,0,30,0,<=50K
46,0,14,0,4,2,4,1,99999,0,60,0,>50K
57,0,2,1,2,3,0,0,0,0,40,0,<=50K
40,1,14,0,5,2,0,1,0,0,50,0,<=50K
37,0,12,0,1,2,0,1,0,0,39,0,<=50K
87,0,8,5,3,3,0,1,0,0,16,0,<=50K
54,1,4,0,1,0,2,0,0,2163,15,0,<=50K
54,0,8,2,8,1,0,0,2174,0,40,0,<=50K
21,0,9,2,3,5,0,1,0,0,60,0,<=50K
34,0,8,0,1,2,0,1,0,0,50,0,>50K
31,0,13,0,4,2,0,1,0,0,40,0,>50K
35,4,14,0,5,2,0,1,0,0,40,0,<=50K
70,0,8,0,2,2,0,1,0,0,16,0,<=50K
72,1,8,0,9,2,0,1,4931,0,70,0,<=50K
17,0,6,2,3,1,0,0,0,0,14,0,<=50K
41,0,14,0,4,2,0,1,99999,0,55,0,>50K
19,0,9,2,8,1,0,0,0,0,10,0,<=50K
38,2,8,1,4,5,0,1,0,0,40,0,<=50K
34,1,9,2,9,1,0,1,0,0,50,0,<=50K
24,0,9,2,10,3,4,1,0,0,75,0,<=50K
40,1,11,0,8,0,0,0,0,0,40,0,<=50K
53,0,8,0,4,2,0,1,7688,0,48,0,>50K
58,0,8,0,10,2,0,1,0,0,38,0,<=50K
40,0,9,0,5,2,0,1,0,0,40,0,<=50K
33,0,2,2,7,4,0,1,0,0,40,31,<=50K
29,0,9,3,8,3,0,0,0,0,40,0,<=50K
37,0,8,0,8,2,0,1,0,0,42,0,<=50K
20,0,8,2,2,4,0,0,0,0,35,0,<=50K
27,0,8,2,6,3,0,1,0,0,40,0,<=50K
61,0,5,2,10,3,0,1,0,0,40,0,<=50K
25,0,8,2,8,5,0,0,0,0,40,0,<=50K
44,2,13,0,9,2,0,1,15024,0,55,0,>50K
38,0,9,1,8,1,0,1,0,0,40,0,<=50K
27,5,9,2,4,1,4,1,0,0,40,0,<=50K
62,0,9,0,1,2,4,1,0,0,40,0,>50K
51,0,8,0,6,2,0,1,0,0,40,0,<=50K
26,0,13,1,8,5,0,0,0,0,40,0,<=50K
30,0,9,0,8,0,0,0,0,0,40,0,>50K
19,0,8,2,1,1,0,1,0,0,40,0,<=50K
50,0,14,0,3,2,0,1,0,0,40,13,<=50K
42,0,13,0,3,2,0,1,0,0,45,0,>50K
27,0,13,2,2,3,0,0,0,0,30,0,<=50K
53,0,8,1,2,5,4,0,0,0,20,0,<=50K
31,0,8,0,7,2,0,1,0,0,40,0,>50K
53,3,8,0,3,2,4,1,5013,0,40,0,<=50K
22,0,6,2,2,3,0,1,0,0,40,0,<=50K
49,0,9,0,1,2,0,1,7688,0,40,0,>50K
28,4,8,2,12,3,0,1,0,0,40,0,<=50K
72,0,9,4,2,3,0,0,0,0,35,0,<=50K
55,2,10,0,5,2,0,1,0,0,55,0,<=50K
32,0,8,0,5,2,0,1,7688,0,40,0,>50K
26,0,8,2,1,1,0,1,0,0,40,0,<=50K
42,4,14,0,5,2,0,1,0,0,46,0,<=50K
38,2,8,0,1,2,0,1,0,0,50,0,>50K
55,0,8,4,2,5,4,0,0,0,35,0,<=50K
41,0,8,4,10,3,0,0,13550,0,60,0,>50K
44,5,15,1,5,3,0,0,0,1092,40,0,<=50K
51,0,14,0,4,2,0,1,0,2415,40,0,>50K
21,4,6,2,2,1,4,1,0,0,25,0,<=50K
51,0,5,0,1,2,0,1,0,0,40,0,<=50K
29,0,12,2,3,1,4,1,0,0,23,0,<=50K
31,0,13,2,8,3,0,1,0,0,50,0,<=50K
21,0,9,2,6,1,0,1,0,0,30,0,<=50K
36,0,13,0,4,2,0,1,0,0,50,0,>50K
41,0,8,0,10,2,0,1,0,0,43,0,<=50K
28,0,8,0,1,2,0,1,0,0,60,0,<=50K
22,0,9,2,2,3,0,0,0,0,25,0,<=50K
61,1,14,0,4,2,0,1,0,0,30,0,<=50K
17,0,5,2,3,1,0,0,0,0,14,0,<=50K
29,1,8,0,2,0,0,0,0,0,30,0,<=50K
48,0,8,1,10,3,0,1,0,0,46,0,<=50K
28,0,8,0,0,0,0,0,0,0,40,0,>50K
35,0,11,2,7,3,0,0,0,0,44,0,>50K
28,0,9,2,0,1,0,0,0,0,38,0,<=50K
46,0,15,0,5,2,0,1,0,0,55,0,>50K
61,0,5,0,7,2,0,1,0,0,45,0,>50K
61,4,8,0,5,2,0,1,0,0,30,0,>50K
39,1,5,3,1,3,4,1,0,0,40,0,<=50K
41,2,11,0,1,2,0,1,15024,0,60,0,>50K
41,2,8,0,4,2,1,1,0,1887,70,10,>50K
32,0,14,0,4,2,0,1,0,0,40,0,>50K
51,0,8,4,4,3,0,0,3325,0,40,35,<=50K
52,0,8,0,10,2,0,1,0,1740,55,0,<=50K
35,0,8,0,1,2,0,1,0,0,40,0,<=50K
22,0,8,2,2,1,4,0,0,0,40,0,<=50K
38,0,11,2,8,3,1,0,0,0,38,34,<=50K
32,0,12,0,1,2,0,1,0,0,40,0,>50K
42,0,13,0,4,0,0,0,0,1485,17,0,>50K
51,0,15,4,5,3,0,0,10520,0,60,0,>50K
21,5,9,2,5,1,0,0,0,0,40,26,<=50K
29,0,13,1,4,4,0,0,0,0,50,0,<=50K
62,0,5,4,8,1,4,0,0,0,40,0,<=50K
20,0,9,2,4,1,0,0,0,0,16,0,<=50K
28,0,13,0,0,2,0,1,0,0,40,0,<=50K
45,0,8,1,2,5,0,0,0,0,32,0,<=50K
73,1,9,0,3,2,0,1,0,0,25,0,<=50K
33,0,6,0,1,2,0,1,0,0,40,0,<=50K
35,0,8,2,1,3,0,0,0,0,40,0,<=50K
28,0,13,2,5,3,0,1,0,0,47,0,<=50K
20,0,9,2,3,4,0,0,0,0,35,0,<=50K
48,5,8,0,1,0,4,0,0,0,40,0,>50K
39,0,8,0,10,2,0,1,0,0,40,0,<=50K
41,2,10,0,5,2,0,1,0,2415,60,0,>50K
43,2,8,2,4,1,0,1,0,0,40,0,<=50K
61,0,13,0,5,2,0,1,0,0,30,0,<=50K
35,0,13,0,1,2,4,1,0,0,40,0,>50K
56,3,13,0,4,2,4,1,0,0,50,0,<=50K
43,0,9,0,5,2,0,1,0,0,40,0,<=50K
46,3,6,2,2,4,4,1,0,0,40,0,<=50K
35,1,13,0,5,0,0,0,0,0,40,0,>50K
39,0,8,1,8,5,0,0,0,0,40,0,<=50K
31,0,9,2,8,5,4,0,0,0,39,0,<=50K
30,0,12,0,4,0,0,0,0,0,52,0,<=50K
30,0,13,2,5,3,0,1,0,0,60,0,<=50K
38,2,13,0,3,2,0,1,0,0,55,0,>50K
36,0,8,0,1,2,0,1,7298,0,40,0,>50K
28,0,14,2,5,5,2,0,0,0,40,0,<=50K
49,0,11,4,3,3,0,0,0,0,40,5,<=50K
33,0,9,2,8,3,0,1,0,0,40,0,<=50K
54,0,8,1,2,3,0,0,0,0,40,0,<=50K
21,0,5,2,7,1,0,1,0,0,40,0,<=50K
37,4,13,2,2,3,4,1,0,0,60,0,<=50K
31,0,4,0,9,2,0,1,0,0,65,0,<=50K
43,2,13,0,3,2,0,1,0,0,45,0,>50K
28,0,13,0,1,2,0,1,0,1887,50,0,>50K
23,0,9,2,8,1,1,0,0,0,40,15,<=50K
39,0,9,1,3,5,0,0,0,0,40,0,<=50K
28,0,14,2,5,3,0,1,0,0,50,0,<=50K
31,3,8,0,12,2,0,1,0,0,53,0,<=50K
38,1,8,1,1,5,0,1,0,0,60,0,<=50K
28,0,8,0,1,2,0,1,0,0,40,0,<=50K
32,0,14,2,5,1,0,0,0,1741,40,0,<=50K
47,0,8,0,10,2,0,1,0,0,40,0,>50K
56,0,9,0,1,2,0,1,0,0,40,0,>50K
17,0,6,2,2,1,0,0,0,0,15,0,<=50K
46,0,9,1,4,3,0,1,0,0,50,0,<=50K
49,0,8,1,8,3,0,0,0,0,45,0,<=50K
21,0,11,2,0,1,0,0,0,0,35,0,<=50K
51,0,8,0,2,2,0,1,0,0,35,0,<=50K
24,4,8,2,8,3,0,1,0,0,40,0,<=50K
51,2,6,0,1,2,0,1,0,0,60,0,>50K
48,0,9,0,10,2,4,1,0,0,40,0,<=50K
46,4,8,0,12,2,0,1,0,0,56,0,>50K
67,0,8,1,8,3,0,0,0,0,15,0,<=50K
46,4,14,0,5,2,0,1,0,0,50,0,>50K
24,4,9,2,8,1,4,0,0,0,48,0,<=50K
36,0,6,4,8,5,0,0,0,0,40,0,<=50K
51,0,4,4,1,3,0,1,0,0,30,0,<=50K
61,1,8,0,1,2,0,1,0,0,35,0,<=50K
19,0,8,2,7,1,0,0,0,0,40,0,<=50K
48,0,9,0,8,2,0,1,0,0,45,0,<=50K
28,0,8,1,8,5,0,0,0,0,40,0,<=50K
43,5,9,2,2,3,4,0,0,0,30,0,<=50K
20,0,8,2,3,5,0,1,0,0,35,0,<=50K
62,0,6,1,7,3,4,0,0,0,40,0,<=50K
52,2,10,0,5,2,0,1,0,0,40,0,>50K
42,1,8,0,9,2,0,1,0,0,50,0,<=50K
17,0,6,2,6,1,0,1,0,0,32,0,<=50K
35,4,13,1,5,5,0,0,5721,0,40,0,<=50K
39,0,5,0,1,2,0,1,0,0,40,0,<=50K
44,0,5,0,7,2,0,1,0,0,40,0,<=50K
51,1,11,0,5,0,0,0,0,0,30,4,>50K
30,0,4,2,6,1,0,1,0,0,40,0,<=50K
58,2,9,0,3,2,0,1,0,1977,50,0,>50K
67,0,13,0,10,2,0,1,0,2392,24,0,>50K
24,0,13,2,5,3,0,1,0,0,35,0,<=50K
56,0,9,0,4,2,0,1,0,1887,40,0,>50K
44,0,13,1,5,3,0,0,0,0,36,0,<=50K
64,2,9,4,4,5,0,0,0,0,70,0,<=50K
21,0,9,2,2,3,0,0,0,0,30,0,<=50K
37,1,12,0,1,2,0,1,0,0,30,0,<=50K
49,1,13,0,4,0,0,0,0,0,7,0,>50K
38,0,9,0,1,2,0,1,0,0,40,0,>50K
35,2,13,0,0,2,0,1,0,0,45,0,>50K
29,0,9,0,7,2,0,1,0,0,46,0,<=50K
42,0,12,0,0,2,0,1,7298,0,40,0,>50K
28,0,9,0,7,2,0,1,0,0,40,20,<=50K
40,0,8,0,10,2,0,1,0,0,50,0,<=50K
32,0,13,2,4,3,0,0,0,0,46,0,>50K
25,0,8,3,8,3,0,0,0,0,70,0,<=50K
52,0,8,0,9,2,0,1,0,0,60,0,<=50K
33,0,9,1,4,1,0,0,0,0,40,0,<=50K
23,0,6,2,6,1,0,1,0,0,30,0,<=50K
32,0,8,0,7,2,0,1,0,0,50,0,>50K
42,0,8,0,2,2,0,1,7688,0,40,9,>50K
38,0,11,2,2,1,0,0,0,0,25,0,<=50K
28,0,9,2,4,3,0,1,0,0,35,0,<=50K
37,5,10,0,5,2,0,1,0,0,60,0,>50K
33,0,9,1,2,3,4,0,0,0,30,24,<=50K
45,0,3,0,1,2,4,1,0,0,40,0,<=50K
57,0,9,0,1,2,0,1,0,0,40,0,<=50K
39,0,9,0,3,2,0,1,0,0,40,0,<=50K
81,0,8,0,10,2,4,1,0,0,20,0,<=50K
34,0,9,0,6,2,0,1,0,0,32,0,<=50K
31,0,13,2,5,3,0,0,0,0,40,0,<=50K
30,0,8,1,8,5,4,0,0,0,40,0,<=50K
35,0,13,0,0,2,0,1,0,0,48,0,<=50K
32,0,8,0,4,2,0,1,0,0,50,0,>50K
